"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019"
192,"CUB","Cuba",NA,7206.19906564126,8021.76041998426,9027.90095406241,9051.38666032206,9231.39004711675,9908.56708462869,10137.6219748057,10108.7205653393,10689.7997404452,11279.5814390104,11598.9785244797,11727.4956374692,12140.276775771,12816.6595564854,14238.1418259397,15956.5697548479,17130.7615126239,17858.4668363312,18134.2085370354,18569.1305772753,19071.0812685389,19610.3988763484,20103.4630772222,20270.616701776,21136.8716856713,21226.1069537389,21602.1898009421,22090.094631504,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29245.2648750257,30124.9468809126,30207.5775795185,29676.3218902667,29229.5925223055,28686.3783500467,28416.4503730919,28548.920169318,28808.8134990311,28469.7632305776,28134.8821550968,27907.8660198663,27638.7604830465,27110.1879918091,26442.6821695966,26168.7666596039,25637.3106454919,25110.9148257804,24617.0817569309,NA
196,"CYP","Cyprus",16963.91728181,16729.1055451383,17901.8956057891,17627.9112137459,18258.431667286,19362.6269689744,19199.468977859,19313.632584738,20098.9128090493,20708.2001044509,21542.3658404128,21997.7237535804,22426.9464057612,22630.763860195,23372.0116727185,24094.806864347,24799.9520710768,25618.1670866538,26114.1952854482,25202.9707448467,25374.991307852,25200.0571421209,24112.5246506268,22358.6715205351,21781.6483402172,22347.9787544545,23668.1097333588,24501.5641946668,25290.8841083758,NA
203,"CZE","Czech Republic",20023.1359868007,17739.9967005768,17632.0996215138,17624.6847766243,18130.8910178629,19270.6993870719,20107.8534572022,20009.8318100153,19962.9612890242,20269.6986561427,21193.9017143286,21892.4825252313,22297.2247460071,23107.2038754946,24233.5969865808,25781.2047056166,27473.6271233417,28844.0671942979,29373.109231958,27803.5871619367,28352.9493967297,28797.4179611691,28527.1387346557,28379.7461176562,29119.6166121303,30605.4205211307,31295.2595238937,32570.7811794526,33435.5091806595,NA
180,"COD","Dem. Rep. Congo",1386.93324164483,1224.2892216299,1053.89577801807,877.129534237889,812.826913399531,792.465521323872,762.692294543086,702.278039866758,675.116881695369,631.233874068595,572.812644589249,545.466047174044,545.295848076168,558.315350461838,577.483297248789,593.703717260278,605.488092468251,622.743608964703,640.07980999617,636.87574315414,659.795884206324,682.007331980312,706.367202607564,741.173888156551,784.872655918754,811.892718058743,804.522977820003,807.75290513395,827.138253242804,NA
208,"DNK","Denmark",33785.6509398472,34167.7126642771,34721.3734024786,34609.5845004404,36332.2236607737,37237.7128549561,38101.4064743224,39180.6914913513,39904.5993940478,40945.289108866,42337.7092355785,42533.5356702218,42595.5838915925,42645.5732763862,43670.4462013277,44567.9221407603,46159.9165876703,46373.513073602,45865.7963208041,43382.6156875801,43998.4261011606,44403.3848413929,44336.8170260651,44564.4530682895,45057.0834489799,45787.9839502629,46906.7536072669,47554.9213234773,48419.437883004,NA
262,"DJI","Djibouti",NA,2661.85776362597,2652.19035600843,2475.51463490077,2450.998905411,2348.91040395556,2206.18060591355,2111.52351739291,2044.734181185,2035.93651570322,1992.12319884898,1963.60993836389,1957.68002783484,1967.97265028441,2002.82141988549,2077.03676999708,2184.8071738547,2278.32492090423,2378.98367890737,2356.4147737102,2403.69332476741,2563.47445356422,2661.64572246307,2745.09215889882,4514.30620891265,4680.27813944793,4869.98976809169,5124.29328391891,5440.94413664223,NA
212,"DMA","Dominica",6658.25603458176,6752.22247731186,6872.68952116998,6992.83668095824,6974.33983867121,7180.11543511834,7419.95926826896,7618.30033991637,7952.43729028411,8020.64850499586,8230.09452623219,8223.62706274118,7970.85211470065,8445.46667820598,8668.24126846447,8699.53898542016,9088.2210388713,9655.15190394001,10337.9974799628,10213.6070949908,10278.3810697914,10249.8954096293,10134.368519249,10025.8418054798,10461.6213347135,10166.0724445743,10407.8372319508,9679.66613480366,9875.78888744891,NA
214,"DOM","Dominican Republic",5515.56869064737,5462.7944885359,5962.64859836888,6284.59868297641,6332.84796324855,6576.88195644432,6853.01909064383,7340.42052829721,7709.30507604255,8041.10343964653,8288.75930032158,8366.91142614606,8616.37748464083,8380.03966179763,8476.53330516092,9150.4986861217,9858.40919673833,10453.2354476701,10652.7462558676,10620.2944384309,11365.4939983418,11580.5687761448,11754.2730555165,12183.3965550424,12892.3252408993,13629.1765203361,14374.5065013794,14880.1907157501,15748.3843065322,NA
218,"ECU","Ecuador",7462.64541597982,7603.38558540024,7587.61042250037,7564.15537859652,7712.78729129385,7716.33065917559,7683.63100057191,7849.6412637688,7941.91889701133,7417.35779463855,7357.01533227487,7514.06187583108,7685.73468612744,7761.42543440568,8258.67511768751,8551.3504884597,8779.61210686983,8823.05187102524,9229.53430421075,9131.86843047269,9304.72808586683,9883.5800285424,10285.8667382719,10634.277893304,10868.1194141036,10704.2732626449,10394.0607595063,10453.7098956812,10412.1992692172,NA
818,"EGY","Egypt",5897.86889749358,5830.2537760729,5962.05569489216,6010.6394968015,6125.15600973936,6282.19251850835,6464.14247798301,6683.5496627612,6916.77308529783,7192.56779116798,7504.46253111624,7623.44564287268,7660.17484854532,7759.23637767502,7930.18378629709,8136.54463103277,8540.71876976504,8987.25309572126,9460.62610441767,9719.85415842557,10019.3097059591,9982.84570166468,9981.5519611199,9970.97576557921,10032.4820516833,10242.5343552391,10460.906417732,10672.8002218452,11013.7354925474,NA
222,"SLV","El Salvador",4512.00048750021,4517.60428793422,4768.48729831762,4977.82615983038,5144.33743517291,5324.09002842806,5309.76064403018,5422.52059860877,5517.01673382819,5590.81236809432,5612.39182848665,5624.30972135874,5679.55895658031,5737.54897381448,5760.09837911412,5888.36204860927,6116.52121882548,6203.37434550351,6335.92145329788,6177.63059672794,6280.91235084309,6492.63255034466,6646.15913811136,6763.99016376683,6847.9460495128,6978.97194995107,7119.02409062815,7246.76852992829,7393.00673502571,NA
226,"GNQ","Equatorial Guinea",1017.76413582286,975.55818884163,1272.15906032615,1365.58848226355,1538.47595715551,1743.20535684194,2796.39845905529,6721.72450099937,7991.57198386822,9640.70475511417,10937.6970387747,17149.0185031479,19655.3288982911,21475.8144936454,28384.4667288757,31697.8014713925,32618.6405999545,35901.4596958074,40368.0796343763,39060.9130342086,33990.1467708636,34622.1162657965,35887.8163024139,32959.1080995664,31743.4107479562,27708.638181831,24296.6035798435,22298.9421444051,20181.1329643192,NA
232,"ERI","Eritrea",NA,NA,1047.03473550984,1191.58372326798,1453.09498270425,1484.01157317193,1587.51878941137,1668.75984749565,1648.52726959496,1592.47786256197,1366.00321230899,1425.58394549005,1402.47170155233,1313.81642885076,1302.7803055611,1326.63236529059,1301.79803121742,1293.87617183193,1137.55477444386,1139.12713981524,1129.11169579185,1210.55373601823,1274.79115342758,1303.30495387767,2070.82831140086,2059.77935348532,2041.28104986593,2106.17818731476,2176.47890265719,2223.2217240729
233,"EST","Estonia",NA,NA,NA,10480.6423415632,10531.336446219,11206.359306624,11934.2837223551,13646.1004096328,14374.430782235,14274.3418566662,15641.1405031406,16682.3412406925,17930.3572793314,19408.5229786687,20846.2376762092,22955.5970202767,25335.5491153427,27378.972707344,26055.4424551826,22337.6525059237,22994.6925123589,24780.9787761938,25643.3501993513,26081.2137870887,26930.8799840867,27409.7501226882,28122.8679253098,29703.611815697,31035.3936194217,NA
748,"SWZ","Eswatini",5632.89814057727,5577.13125326776,5612.78806369726,5652.09560209262,5660.79574163528,5810.90633478564,5915.03301328501,5985.14257610893,6037.64517484623,6127.08345810896,6164.68948187643,6179.47448361238,6415.64576719653,6640.19710797529,6857.47335101012,7238.55862756221,7631.48113265332,7919.82177383607,7929.43237714816,7996.24529537579,8242.15962211508,8370.81909722899,8762.80518954596,9038.01606758825,9052.40212901916,9186.04260541645,9219.54287856809,9316.17475959068,9439.20838730838,NA
231,"ETH","Ethiopia",654.657557216512,586.828464550397,517.034401915646,564.439976117867,562.54433576925,577.476830935287,628.995995439324,629.321822673163,589.963532784046,602.721798649207,621.159817123854,653.62977096974,644.774817436535,613.107973860606,676.917429577307,736.033196119248,793.508127819313,860.458550591309,927.51429646382,981.718208224141,1074.59461303402,1161.58143397688,1226.82261687126,1318.83264888247,1413.96251778798,1518.47487145011,1617.32266870747,1724.48254124976,1794.29080577691,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",5891.73482489119,5679.4315832449,5952.47886094608,5994.76664200201,6212.88956641544,6287.59738560823,6514.12329317668,6303.70795473294,6326.43286598376,6830.69237951054,6675.63311866183,6784.72597750315,6990.39726272444,7053.21559130157,7410.83538518751,7428.70413644274,7509.05156171247,7371.09680060798,7366.43294979708,7193.90380955476,7353.21705483643,7520.37365528929,7612.22773514316,7967.64289148365,8405.90516587295,8775.920941059,8957.28087132527,9388.82357049238,9653.61837293358,NA
246,"FIN","Finland",28814.3042554464,26963.0234346669,25921.472694587,25618.6234068747,26512.0611304248,27524.97236431,28440.947813371,30152.6636253193,31713.7907205669,33025.9972473026,34860.2615106755,35688.6751220574,36210.0443976475,36847.6149854911,38207.5991182316,39135.4555868467,40555.6743436468,42523.4289950548,42657.7639157729,39026.2249382547,40085.7556713067,40916.8385790274,40153.5755063694,39608.4761399406,39301.058762728,39391.415799252,40310.593657604,41443.2139729749,42060.8041222771,NA
250,"FRA","France",29448.1297730228,29591.9734006988,29916.531118827,29600.7990128271,30187.2447683738,30712.7028801916,31036.8769772982,31649.8493972117,32664.8218226428,33608.7344551598,34688.663040723,35119.8523677916,35260.8050044523,35299.4472403303,36031.5317284384,36355.2637118271,36986.5097165263,37649.2749163992,37534.5896447574,36268.8528945351,36793.6566141937,37419.1948044199,37355.4801012719,37378.2810039736,37555.4161938671,37815.4448955251,38077.33764376,38934.5456404405,39533.5527397942,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",19556.6658397948,20192.8495123605,19045.8427147925,19274.5961944987,19470.689011716,19917.4649358817,20120.0626347178,20745.5645043115,20940.0810229207,18608.5131021788,17822.4922378501,17774.1159502101,17312.6973156444,17277.4763907321,16961.7336736011,16955.3457342617,16023.1397552377,16496.4873678856,15467.8971214347,14990.6391350679,15507.7275528357,16011.1245045144,16225.3875240525,16504.613134815,16606.9190226428,16685.2323042237,16523.5857795859,16144.9352967905,15861.5853554197,NA
270,"GMB","Gambia",2448.49319839292,2430.26688004787,2427.28031770852,2421.70116062713,2351.51509196789,2300.02124759003,2279.43011836365,2318.55353572337,2326.82943458907,2400.12875589354,2454.17536717365,2515.62705971892,2357.28413805164,2439.88883031364,2530.56613394789,2395.47898900165,2310.76395995814,2310.80432053953,2383.50966003165,2467.8902906133,2536.57151591903,2261.04901704761,2308.53421990139,2303.86305452136,2203.7336836449,2225.20105209912,2201.6528880187,2240.32747784732,2317.69021677838,NA
268,"GEO","Georgia",8342.71573898367,6536.259557151,3573.69291761931,2507.25686733388,2281.35320709323,2430.29742332853,2802.38075728089,3198.11681915818,3380.01833579358,3549.27567164091,3685.50044904532,3922.99077250213,4175.02189325211,4668.14685289868,4969.32050220549,5480.56439934442,6031.00911076319,6825.15740821746,7011.49671009017,6815.81000035332,7294.78323369904,7897.69625497108,8465.27202014705,8796.45689648796,9179.19000020447,9439.68823498798,9707.63068222103,10172.2352008277,10651.9420869667,NA
276,"DEU","Germany",31374.4258704141,32737.7137111616,33116.163434389,32576.979951358,33242.687248518,33653.8395501358,33832.044869917,34385.1389724789,35074.0793592075,35714.5751363828,36698.8433518828,37259.1593851624,37122.7488557986,36837.4655306076,37283.8933750199,37574.3565742223,39051.6879281539,40270.8340694922,40735.7292740621,38512.4135506571,40183.3485239357,42541.5310884096,42639.8924271334,42705.7915270382,43474.6751550221,43849.7692345755,44467.2187884042,45393.385454576,45936.1827126951,NA
288,"GHA","Ghana",1900.75837522456,1944.03078080123,1961.91310747866,1999.15648952503,2008.40457661508,2035.4014874604,2074.40501692507,2107.56723379487,2152.75851155531,2193.09750812502,2219.2115110036,2252.13219193451,2296.58317627458,2357.33316009876,2428.25517987356,2507.59346029321,2600.78676181234,2644.71688200247,2813.21455613373,2875.41612139918,3026.35523319406,3368.80083733843,3595.64118399197,3769.93967257339,3791.28025098191,3786.9609658024,3830.49766228498,4051.46189216338,4211.84578305343,NA
300,"GRC","Greece",20686.1367433215,21072.9332556813,21058.9620365664,20600.4767501485,20907.5390055717,21247.0408863485,21759.0612344712,22622.9137828008,23374.1527627352,24000.1358834792,24839.075897579,25731.2092641055,26642.7689442979,28119.4073325862,29469.5265888778,29559.2813827133,31136.4469392552,32073.960390218,31881.7123355855,30430.419408795,28726.0792762946,26141.3195918975,24364.2690565046,23746.0845559006,24081.6305271302,24134.6843932384,24188.9949153011,24601.6732136506,25140.7031372659,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",7238.02993914526,7328.50232211276,7213.40504305967,6995.43264447028,7033.56561740071,7116.30063667253,7379.67279696368,7706.61276316725,8574.08394864814,9128.77929564067,9537.6517331476,9306.96884004173,9591.11564143387,10461.3655699013,10359.5680222158,11699.394395887,11203.1594841832,11860.1318400111,11942.3124325961,11117.4280419486,11014.3611281132,11040.109484721,10846.5641460901,11027.3073337689,11757.5960905696,12435.5641894714,12822.6574530648,13320.370853193,13804.5774090714,NA
320,"GTM","Guatemala",5100.77348830158,5165.01479216188,5289.26970712197,5369.69386486444,5458.0051936291,5598.11377947356,5634.74960314941,5750.50724674375,5904.32757275278,5994.86418608525,6070.713270886,6069.47076807572,6157.55901041464,6166.10562055567,6213.12300870815,6269.14873932595,6457.98757459383,6713.11884715763,6781.85727530213,6669.98655550288,6714.04888748556,6844.54052794214,6899.21478832323,7005.21118111448,7147.5630770122,7292.71094830385,7368.33908732731,7423.17036014212,7508.86446321454,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1342.98824016223,1339.56775492579,1346.08113905883,1376.84659152014,1394.32168428912,1420.74528674739,1445.52582936392,1481.07888646874,1496.24794261954,1515.88114178168,1518.75592775788,1541.33287446502,1589.03306481238,1578.17460509043,1583.86486892197,1598.41603111057,1582.90175649783,1653.53493610952,1682.86701087901,1626.2884633549,1666.48528307497,1721.45135851851,1783.64498447266,1813.03962534093,1836.53231766506,1859.90916436841,2007.3701049521,2153.74696358964,2222.63012629842,NA
624,"GNB","Guinea-Bissau",1633.61298890674,1678.61178844484,1659.10830795651,1656.49162077177,1672.7506300764,1710.25234331824,1870.87713197738,1954.34666436526,1378.56501326884,1365.77460258736,1410.92454107266,1411.48835559871,1367.11547092219,1343.97664750252,1349.34870868326,1374.02638879444,1372.43874455356,1383.12220024714,1392.51554488536,1403.55295495876,1430.97246260323,1506.69531157217,1442.14684466836,1450.00267686401,1425.77064393984,1474.23678697938,1526.80879978087,1576.74899401892,1596.35546012639,NA
328,"GUY","Guyana",2875.31277487985,3044.72333168659,3262.83753112832,3503.64002870408,3778.77466868439,3956.41564352853,4273.95357076825,4555.02616883003,4503.44912374468,4662.14142781496,4616.78162419927,4731.583989205,4787.85435757692,4755.32410909841,4825.81960697089,4728.96850451155,4970.3470970842,5318.31411016017,5420.94751881225,5606.74387817112,5825.39781151083,6106.96737115033,6400.50621764352,6687.26471113461,6910.67965616675,7084.18887910971,7285.10067280431,7401.10009202399,7667.13048992028,NA
332,"HTI","Haiti",2061.84285394549,2059.44777346463,1912.55699195129,1774.54430626009,1533.36622903143,1654.19658876155,1691.503463667,1706.22790418481,1712.7532802532,1728.64274145915,1713.86228779404,1667.39515190008,1635.59078880958,1614.62122007106,1532.43387699355,1534.94865035825,1544.36476084504,1570.69355506472,1559.11405913787,1582.34025769342,1509.62563215977,1569.19815791418,1590.86115645559,1634.55800017238,1656.31576491299,1653.62439146787,1655.29437739884,1653.00146027209,1656.29390373316,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3207.62033434761,3013.99652018587,3108.00536843263,3218.01914767489,3135.02099766664,3235.7258370438,3203.2341721807,3255.81443907376,3277.97958335839,3163.96501115525,3303.08241240925,3303.88157447523,3340.18358805426,3405.05822646035,3529.54181020843,3654.76309695389,3805.34107617472,3950.67096744404,4028.87709907878,3849.00996839996,3912.6035957246,3984.49726718677,4072.16783799912,4110.75813846325,4162.16694210136,4247.38174923163,4337.58358457438,4468.99905807769,4559.73650835258,NA
344,"HKG","Hong Kong",26974.3706224612,28276.9806379757,29788.8481670458,31097.2755342211,32240.0411342978,32358.2298050136,32271.5452333528,33636.094104412,31394.1892102271,31875.2154729046,34016.7693203551,33956.3516946778,34366.3598422362,35486.6941119803,38274.410487151,40923.0447251588,43520.5649658592,45937.4552032033,46635.1366955769,45390.4884475042,48107.7046946632,50085.9593288483,50378.3268048517,51732.4661436832,52789.4390825341,53591.8105448663,54420.0762228779,56093.6931926331,57318.0578276611,NA
348,"HUN","Hungary",NA,15144.7156763446,14686.4009061512,14618.4520369422,15069.8944398156,15315.6720000554,15354.6468707963,15869.2002223563,16526.5084954432,17082.3612429771,17893.9347907765,18665.7165935194,19606.4605232571,20465.8287261677,21500.4229664181,22457.4391676354,23399.1094488673,23492.1416057992,23782.3628384924,22223.4498565066,22421.6973398136,22894.3476393949,22674.1873645513,23183.0290491614,24220.7339373403,25212.0531051235,25842.8705903215,27031.7800201178,28464.5601991087,NA
352,"ISL","Iceland",30066.3493345694,29653.4160949804,28295.1320570205,28376.7640644646,29147.0855170868,29023.1969072611,30187.050635502,31015.325286309,32862.2371309529,33779.9148793576,34950.4607324812,35833.5987008829,35757.0922346557,36315.7536613904,38893.3787980676,40705.8747890087,41848.471696328,44624.2798954247,44674.6571238619,41505.0848337756,40136.7371540031,40767.2364144887,41076.6061215942,42371.9599606568,42774.8888493549,44222.8268597802,46819.433704272,47839.5190292976,48605.5770662331,NA
356,"IND","India",1905.72136527305,1886.97717433348,1950.95361136392,2003.76061382956,2096.05960736068,2211.9692190841,2334.30034270586,2383.85786033169,2485.14426631185,2656.57238814918,2710.26407235945,2792.31400045041,2849.97179578083,3023.64068342127,3210.91450887712,3411.01704797761,3629.43417441768,3848.94867068279,3910.05450804626,4158.3855385149,4451.23347303818,4624.56140396297,4817.19750141637,5064.55851725859,5377.88917886411,5743.42644403573,6145.29453818637,6516.17255974853,6888.18846764452,NA
360,"IDN","Indonesia",4625.97435842086,4860.5601947823,5089.58174486177,5331.85751036246,5643.21205107841,6013.53124798265,6387.44848487409,6591.19971197641,5645.32609809808,5611.14713274513,5806.5390102244,5936.32567475497,6119.7957472912,6326.43286182325,6556.13945609583,6837.37130166313,7118.21737227779,7470.3175337247,7815.44868890554,8069.24189667879,8457.55655491916,8859.13999816104,9267.21716900556,9651.92448954487,10003.1718365666,10358.8285659237,10748.2888017722,11161.0212022163,11605.8553349579,NA
364,"IRN","Iran",10339.0409887907,11337.0904928522,11411.6614664457,11448.9228551047,11224.642548266,11246.8506207046,11731.9025800032,11456.5902193047,11476.1598329658,11312.2267661965,11882.9237832595,11705.0821293383,12543.2662813865,13409.7222070196,13856.4734522657,14700.001921595,15584.7482016747,16555.7681712503,16363.6694158974,16000.3472925437,16624.2890413227,17100.6625256421,15707.0761133685,15449.3440449975,24852.0268726365,23903.2747471881,26346.8179529793,27011.1577662668,25870.8853157847,NA
368,"IRQ","Iraq",11554.7311981689,4045.03723319273,5213.81220267555,6595.11723308479,6644.52310828687,6579.96861622223,7082.37868986174,8323.60165065887,10882.4723009152,12409.9178141863,12211.9641770392,12126.7609074744,10962.2596829185,7129.88057959346,10711.6829449983,10930.3249134899,11809.9792226226,11774.0138576254,12529.7829722815,12690.5822913489,13154.0570864095,13693.9763684829,15032.5842030186,15556.9587927073,15094.5705043423,14964.0036540694,16751.4154515437,15923.7411122459,15471.2452863385,NA
372,"IRL","Ireland",22409.3267695854,22710.7992435146,23310.5023215121,23818.8089594734,25090.6788319889,27367.349451467,29164.7398608158,32022.0470131695,34444.0351831604,37635.2228772114,40644.7134089308,42114.2280823194,43861.9114932785,44456.4239274081,46584.9445582734,48179.1296165543,49275.7000335846,50420.3631525967,47189.4096071576,44339.9200959874,44897.1583552033,44855.3247012361,44766.4721960597,45133.2722465896,48638.335926342,60304.4888597782,61820.5715590439,66132.1424262712,70855.3272396838,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",20815.9198296334,21114.7074232908,21980.25825691,22284.8376638601,23328.204515865,24213.7587755805,24775.5830757554,25113.8358788825,25507.4720513544,25640.6214340857,26833.690689512,26239.7267239087,25712.7080968826,25497.6922863365,26099.5522978481,26646.5699261445,27636.3991924176,28717.3758830774,29057.0528391015,28632.9839300188,29689.420555425,30539.963366648,30658.0716358003,31339.4832931552,31899.0528985098,31989.4468022699,32617.5549422702,33122.7171558803,33609.0230618669,NA
380,"ITA","Italy",31216.8637950286,31675.1821758629,31917.7531303373,31626.2158280737,32299.9223740962,33231.8404868724,33643.3597956551,34240.9840290162,34850.927023311,35411.5511396268,36735.9242187616,37431.7481741054,37470.9614914096,37356.4844105568,37643.8744435347,37765.7111938078,38326.5914329993,38700.6291216043,38075.2499325577,35900.5788409003,36403.5155581081,36598.0149693024,35411.485321289,34358.9129859635,34043.562113646,34341.605806714,34840.203130322,35491.2671073158,35828.4862805268,NA
388,"JAM","Jamaica",7301.35460478291,7593.64665627901,7673.83104684486,8316.95868887639,8349.80643390484,8462.81992463055,8370.84482958278,8194.4189127424,7926.55641187816,7937.18611541561,7940.49711293004,7987.11483081057,8091.75289060696,8337.05338595417,8399.12201707095,8427.83879171205,8626.82181663443,8706.66897781945,8593.62209920198,8179.8955081504,8018.03684132046,8112.12923009471,8016.38680707184,8009.87549750713,8019.18140964775,8048.70422730416,8116.70274324309,8157.12207827231,8275.76945231601,NA
392,"JPN","Japan",30582.427968907,31529.5755371063,31718.1342985392,31476.0747682159,31680.5379268295,32425.2299540051,33345.876828961,33624.480563854,33154.8445767028,33010.9809171104,33871.8582169188,33927.6436347462,33888.783481086,34333.1336749194,35078.2619898561,35658.1486655832,36141.5852354157,36697.2408992341,36278.3694728411,34317.6708248174,35749.7566788791,35774.6967129559,36367.5970553202,37148.6027499743,37337.3174057804,37834.053405528,38108.405692751,38907.3681373527,39293.6915823441,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",6361.8723681447,6142.67408604195,6891.21305989546,6826.13097319147,6827.22061837506,6967.60211798621,6896.60500600371,6954.73992804747,7024.69324819189,7137.46303532119,7308.67842620177,7553.8844175034,7840.30780348015,7991.42849632328,8448.74672276685,8843.23439788216,9198.53618023984,9531.03842358531,9750.84890300898,9782.37751300298,9500.89239337884,9235.87913208618,8979.51885962708,8768.02987999251,8634.53573665906,8510.43428837806,8422.03334848666,8399.96672710938,8410.85607171098,NA
398,"KAZ","Kazakhstan",13050.4865029381,11542.5625043566,10938.3901901297,9998.15435320765,8866.0922765767,8282.94719011736,8451.39881642833,8731.95012495814,8715.18451367692,9036.15610164736,9951.56390547525,11314.2507720578,12422.5348397893,13532.2311999365,14728.6164132327,16014.3078564992,17541.3257705977,18885.2432359649,19272.2140102505,18995.8948519844,20096.5597615768,21276.9340240625,21986.3189159206,22972.4310313953,23587.3375151175,23524.0604445963,23447.015704248,24078.5451597126,24738.3628319674,NA
404,"KEN","Kenya",2348.09462351219,2304.44126351213,2213.4117887549,2152.37858204209,2142.30079016239,2170.82398963387,2195.90789849935,2144.36616043659,2153.79477210205,2143.34549272163,2097.79568949405,2118.50144639681,2073.08691319144,2076.83638503599,2124.25426644086,2188.93806478149,2267.21895637948,2356.39044729596,2297.40119974035,2308.97677835843,2435.83373551696,2515.92747137232,2561.61018039684,2642.10123471678,2713.30027095835,2797.86358360815,2891.48715401418,2961.46173812439,3076.84481791609,NA
296,"KIR","Kiribati",1943.91866619662,1909.83704381256,1898.91488517309,1891.39454246219,1900.06452225773,1874.32223307772,1877.58468836333,1878.31172646893,1967.88284599653,1904.5405153987,1989.43085716609,1926.9984376866,1966.62873907827,1971.53499956518,1903.75174149156,1958.50178794512,1915.6645688759,1910.42188508698,1828.15616878108,1803.22900526076,1751.90605299883,1749.23346125584,1803.40534626946,1852.93681283553,1814.75899490105,1975.79500821366,2047.72375591352,2025.04294485784,2035.44972759998,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4634.73791867585,5880.91621246995,5835.7284275211,6180.51643591636,6337.65852037689,6715.46200817081,6961.71967918101,7409.20139224687,7544.15866413419,7753.01193771472,7945.45187884726,8222.2857122545,8386.80610660963,8585.54688320876,8701.50286011088,9158.3961255162,9455.6003534929,9777.1444773798,10069.671103264,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,81657.7265893719,81093.63844491,79047.0875650511,76533.2650480646,70522.5619852657,70458.2214185117,68656.0966592868,69609.7615398229,80739.832329248,87435.7386657284,93742.3169042639,96393.3015321531,96850.371319248,93572.3322866598,81864.3117997916,75359.9634891136,78021.6716759992,78700.4585684905,75597.2929355265,72588.6706764227,70265.2366315181,70104.565026411,65166.851433556,64683.7299822447,NA
417,"KGZ","Kyrgyzstan",3474.6679686971,3149.93488616251,2681.33278066787,2266.16440368428,1811.64344792363,1696.3635153525,1789.85396596512,1938.83580964188,1949.83293080948,1991.30156576925,2074.50528735026,2164.26829541868,2144.1212497445,2270.92467714173,2401.26500386894,2370.16604504651,2417.57947078108,2599.20601763553,2790.93490017638,2837.03141885563,2790.17066394312,2920.60320990949,2866.62622065277,3116.61390967701,3176.90280430129,3233.53256740347,3304.56268562359,3393.6179895888,3446.99394041558,NA
418,"LAO","Laos",1708.03422631986,1732.29564818565,1779.39667033021,1835.81917181078,1937.01003262916,2025.87792125722,2120.42390932207,2221.66495533364,2267.47914722301,2390.97603454727,2487.64100731809,2588.95052793937,2700.41948313487,2821.42146581958,2955.45040088211,3116.27116007188,3330.21452168643,3523.61077997796,3735.44536848041,3949.0518398672,4216.8303435899,4485.1811265604,4772.26685973674,5079.03423236477,5384.60572080263,5689.18010553094,5995.61733293917,6310.06708007135,6601.33234452128,NA
