"code","iso","country","CCO.raw.1996","CCO.raw.1998","CCO.raw.2000","CCO.raw.2002","CCO.raw.2003","CCO.raw.2004","CCO.raw.2005","CCO.raw.2006","CCO.raw.2007","CCO.raw.2008","CCO.raw.2009","CCO.raw.2010","CCO.raw.2011","CCO.raw.2012","CCO.raw.2013","CCO.raw.2014","CCO.raw.2015","CCO.raw.2016","CCO.raw.2017","CCO.raw.2018"
68,"BOL","Bolivia",-0.8248291,-0.3579106,-0.460205,-0.8996164,-0.8151417,-0.7758362,-0.7362384,-0.4345672,-0.4037066,-0.5232219,-0.6303167,-0.4657613,-0.5694195,-0.7292001,-0.5899193,-0.6301294,-0.6963719,-0.7243935,-0.6573039,-0.62591
70,"BIH","Bosnia and Herzegovina",-0.2705697,-0.3825145,-0.5611669,-0.3965273,-0.2999177,-0.3444514,-0.2380575,-0.3024295,-0.3767459,-0.3626382,-0.3800561,-0.3371409,-0.3209531,-0.3043853,-0.2385885,-0.3080309,-0.3939079,-0.4564562,-0.515448,-0.5718023
72,"BWA","Botswana",0.8179612,0.8894243,0.8311869,0.6551785,1.216737,0.8981798,1.159934,0.9729323,1.003517,1.039068,0.9599887,1.026902,0.995537,0.9336604,0.9236256,0.8543755,0.852122,0.9298862,0.7951009,0.7505108
76,"BRA","Brazil",-0.0185795,0.0754733,0.0402037,0.0810591,0.0914829,0.023013,-0.139791,-0.1090416,-0.0759291,0.00789,-0.0693086,0.04628,0.1659021,-0.0372771,-0.08471,-0.3384546,-0.3964888,-0.3814404,-0.532073,-0.4196956
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.478995,0.3753247,0.3726364,0.3102241,0.3189477,0.4089673,0.2461524,0.2077921,0.2146689,0.4911537,0.9914091,0.8631276,0.8615929,0.5460464,0.6460883,0.531248,0.5724573,0.5684198,0.712635,0.7953077
100,"BGR","Bulgaria",-0.3615052,-0.172699,-0.1333264,-0.1543718,-0.0287626,0.1081774,0.057295,-0.0707363,-0.1834969,-0.2546794,-0.2125671,-0.1851036,-0.2203161,-0.2278577,-0.2672882,-0.2468749,-0.2646455,-0.1684433,-0.1611123,-0.1515335
854,"BFA","Burkina Faso",0.1115191,-0.1027296,-0.0711843,0.0072457,-0.011932,-0.1356784,-0.1257476,-0.3099104,-0.3318754,-0.3048229,-0.3353375,-0.3506111,-0.3678603,-0.4788863,-0.5230929,-0.4648376,-0.277338,-0.1480786,-0.113755,-0.112395
108,"BDI","Burundi",-0.6806349,-0.7793186,-0.8042153,-0.8229926,-0.8953395,-0.8922578,-0.9300242,-1.095598,-1.160764,-1.090768,-1.129477,-1.165457,-1.187131,-1.452943,-1.409685,-1.258653,-1.25752,-1.245702,-1.283875,-1.450633
132,"CPV","Cabo Verde",1.143337,0.5623662,0.6312845,0.5737613,0.5884089,0.460206,0.5570097,0.8103395,0.8898132,0.8676611,0.8674349,0.8561447,0.9037503,0.868031,0.8367285,0.9380258,0.9501761,0.8689056,0.8347586,0.7682196
116,"KHM","Cambodia",-1.019842,-1.150196,-0.9583682,-1.009935,-0.99476,-1.06173,-1.209747,-1.253652,-1.145038,-1.231375,-1.174739,-1.243029,-1.238743,-1.070102,-1.052428,-1.137764,-1.117988,-1.272918,-1.291381,-1.325572
120,"CMR","Cameroon",-1.334985,-1.220239,-1.192397,-1.1672,-0.9788169,-1.108283,-1.181337,-1.086014,-1.020625,-1.022167,-1.003626,-1.061047,-1.145449,-1.261325,-1.205251,-1.164004,-1.074493,-1.154442,-1.199323,-1.149748
124,"CAN","Canada",2.031408,2.090466,2.115544,2.034852,1.986542,1.827714,1.879261,1.962554,2.0009,2.002689,2.061789,2.069799,1.977883,1.927136,1.886833,1.836426,1.886581,1.989901,1.924258,1.873514
136,"CYM","Cayman Islands",1.318143,1.377704,1.359712,1.349896,1.37669,1.278591,1.278153,1.259531,1.269965,0.8069623,1.116361,1.127209,1.351358,1.354136,1.359179,1.018918,1.019122,0.528993,0.5268432,0.4963436
140,"CAF","Central African Republic",-1.140931,-1.006412,-1.176626,-1.091485,-1.160548,-1.385589,-1.278493,-1.210749,-1.189861,-1.115491,-0.9766904,-0.9296519,-0.9467087,-0.9927816,-1.090757,-1.160163,-1.308061,-1.280002,-1.173213,-1.233395
148,"TCD","Chad",-1.380424,-1.257526,-1.106478,-1.147589,-1.37436,-1.380428,-1.506754,-1.351849,-1.383073,-1.522943,-1.402205,-1.381054,-1.328819,-1.313718,-1.351272,-1.31569,-1.363967,-1.487879,-1.432357,-1.410393
152,"CHL","Chile",1.454119,1.380602,1.586007,1.592268,1.311239,1.373608,1.470515,1.457343,1.396431,1.376727,1.380127,1.497289,1.528443,1.582224,1.541565,1.488503,1.27997,1.140054,1.039291,1.012118
156,"CHN","China",-0.2711895,-0.268112,-0.2182887,-0.5182464,-0.359454,-0.5596942,-0.6087338,-0.5145814,-0.5896475,-0.5202951,-0.5149382,-0.5616429,-0.5071135,-0.4357008,-0.3583522,-0.3400691,-0.2821073,-0.2540594,-0.2699364,-0.2712442
170,"COL","Colombia",-0.5122544,-0.4973065,-0.396754,-0.2381676,-0.1789923,-0.12893,-0.1322573,-0.122551,-0.2159635,-0.2376168,-0.309453,-0.385391,-0.2887937,-0.3874514,-0.405205,-0.3686264,-0.2981746,-0.3242517,-0.3700208,-0.3014929
174,"COM","Comoros",-0.998565,-1.226254,-1.106156,-0.8974847,-0.8556129,-0.8999703,-0.8848742,-0.696618,-0.7067446,-0.7902945,-0.8286337,-0.8069158,-0.7906244,-0.7833758,-0.73996,-0.6122024,-0.7191136,-0.6658682,-0.684956,-0.8164125
184,"COK","Cook Islands",NA,NA,0.2264741,0.184678,0.0852634,0.1077814,0.569079,0.6034251,1.047707,NA,-0.579232,-0.2494849,-0.2318753,-0.2187667,-0.2186731,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.6961424,0.9049652,0.8729089,0.6675302,0.7497552,0.4228295,0.483341,0.4448589,0.5165263,0.5518208,0.7520683,0.7081604,0.6489542,0.6182616,0.6259013,0.7554398,0.7484275,0.7442378,0.4666402,0.5517608
384,"CIV","Cote d'Ivoire",-0.2605668,-0.4692587,-0.6848614,-0.7691969,-0.9799138,-1.206059,-1.240558,-1.198453,-1.091263,-1.107821,-1.104134,-1.157896,-1.012901,-0.8303831,-0.7355494,-0.4191529,-0.4349297,-0.5300656,-0.5253296,-0.4990963
191,"HRV","Croatia",-0.5786901,-0.5557587,-0.0725567,0.2172349,0.291435,0.2621405,0.1686195,0.0785967,0.0918284,-0.0105806,-0.0464476,0.0592684,0.063671,0.0098654,0.1242202,0.2190414,0.2452261,0.2033308,0.1867006,0.1316391
192,"CUB","Cuba",0.2891525,0.3687192,0.3774331,0.4224055,0.2428005,0.2311668,0.2751988,0.2583992,0.3068026,0.2703176,0.279622,0.3128165,0.2723486,0.2352728,0.120165,0.0684009,0.0704845,0.1691387,0.2656265,0.1654153
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",1.331288,1.099473,1.121261,1.161737,1.233545,0.8902328,0.9068687,1.093416,1.080966,1.204644,0.912045,0.9748735,0.866362,1.251134,1.245758,1.075781,1.007444,0.8266463,0.7827289,0.6399662
203,"CZE","Czech Republic",0.6832194,0.565005,0.2109772,0.3797226,0.5074309,0.4357043,0.4873076,0.3565845,0.3026025,0.358294,0.3862098,0.3316386,0.3417933,0.2722682,0.228799,0.3677951,0.4337359,0.5367572,0.567677,0.5037321
180,"COD","Dem. Rep. Congo",-1.647852,-1.722926,-1.548999,-1.292354,-1.4042,-1.454288,-1.418278,-1.525243,-1.357004,-1.244319,-1.38918,-1.437921,-1.427513,-1.312269,-1.318193,-1.300999,-1.285265,-1.337323,-1.41812,-1.503398
208,"DNK","Denmark",2.231308,2.256008,2.39476,2.369858,2.422121,2.43181,2.288495,2.469991,2.446026,2.393064,2.446495,2.358993,2.404429,2.381079,2.404901,2.24726,2.211076,2.230591,2.193379,2.147795
262,"DJI","Djibouti",-0.7199813,-0.7797427,-0.9463864,-0.73935,-0.8247845,-0.5835428,-0.7104241,-0.6622971,-0.5438493,-0.3279797,-0.3680764,-0.4044653,-0.4100284,-0.4623674,-0.5420819,-0.5993779,-0.6576262,-0.6534802,-0.6407171,-0.7168093
212,"DMA","Dominica",0.8698972,0.5294155,0.2996701,0.5236325,0.5291435,0.6092975,0.6628075,0.6151353,0.6231093,0.6787189,0.7261986,0.7088679,0.7094918,0.6641623,0.6666615,0.624052,0.6234236,0.6249671,0.6515269,0.5457337
214,"DOM","Dominican Republic",-0.4229954,-0.7006466,-0.7214085,-0.4760756,-0.703046,-0.5851998,-0.690176,-0.7009554,-0.747674,-0.7259653,-0.7780666,-0.8436301,-0.8120974,-0.8599598,-0.8745857,-0.8161026,-0.8184461,-0.7563761,-0.7389133,-0.74949
218,"ECU","Ecuador",-0.6848738,-0.8493824,-0.894235,-0.886092,-0.7585784,-0.7032968,-0.7129551,-0.7513059,-0.7718189,-0.6871038,-0.8042204,-0.773099,-0.7084506,-0.5780621,-0.5709541,-0.7549306,-0.6712533,-0.6803263,-0.5996184,-0.5617972
818,"EGY","Egypt",-0.4722544,-0.4563391,-0.553568,-0.4093489,-0.552832,-0.6471386,-0.6244493,-0.7474851,-0.7620175,-0.7791319,-0.5154691,-0.6313661,-0.6955042,-0.5980877,-0.6313052,-0.6248149,-0.638062,-0.6447245,-0.5521881,-0.5869341
222,"SLV","El Salvador",-0.8652775,-0.7652702,-0.5150961,-0.6797323,-0.36735,-0.4248564,-0.4547914,-0.2962906,-0.3719791,-0.3617319,-0.2503784,-0.2769412,-0.2619075,-0.412717,-0.3539,-0.3768737,-0.4236757,-0.5230461,-0.5067081,-0.5911077
226,"GNQ","Equatorial Guinea",-1.264369,-1.307548,-1.546498,-1.426698,-1.515184,-1.662699,-1.614473,-1.585843,-1.502982,-1.465785,-1.466522,-1.469079,-1.463094,-1.523855,-1.59372,-1.772761,-1.765891,-1.805882,-1.826361,-1.559684
232,"ERI","Eritrea",0.5056853,0.8065692,0.6890782,-0.0306762,-0.1335291,-0.2249182,-0.3567406,-0.3451256,-0.4389185,-0.3930493,-0.4942169,-0.5593853,-0.6292013,-0.7754393,-0.9017919,-0.8912855,-1.301143,-1.30671,-1.20287,-1.316023
233,"EST","Estonia",0.449223,0.6519922,0.8393674,0.7400399,0.9137154,0.9838896,1.032414,1.020037,1.003259,0.9905757,1.007584,0.9951673,1.052501,1.096038,1.188761,1.303456,1.293648,1.272345,1.242413,1.506318
748,"SWZ","Eswatini",0.0373141,0.0662775,-0.1868788,-0.258673,-0.4328075,-0.5278739,-0.4739575,-0.2181363,-0.2374024,-0.2186498,-0.2288855,-0.2314773,-0.3532206,-0.4128614,-0.4131179,-0.4282998,-0.3909011,-0.4500985,-0.2713712,-0.2178724
231,"ETH","Ethiopia",-0.930546,-0.5713557,-0.4507736,-0.5810344,-0.6589903,-0.7281386,-0.7700803,-0.6461358,-0.6287453,-0.664217,-0.7013902,-0.6906257,-0.6579399,-0.6025902,-0.4949463,-0.4442555,-0.4501761,-0.4170368,-0.5574791,-0.4861672
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.6593026,0.5021858,0.3135897,0.2961941,0.0565854,0.1584945,-0.3017229,0.0088322,-0.0465872,-0.0481335,-0.3424164,-0.4590918,-0.1258765,-0.1101034,-0.1210985,0.1792584,0.1699192,0.130292,0.3590476,0.3809974
246,"FIN","Finland",2.206872,2.259066,2.443092,2.429387,2.437771,2.435115,2.325073,2.464972,2.40055,2.33726,2.251192,2.159788,2.198592,2.235261,2.202126,2.165775,2.275324,2.239528,2.215811,2.21243
250,"FRA","France",1.247409,1.394023,1.368257,1.228348,1.349144,1.330429,1.366185,1.463727,1.464608,1.407428,1.438242,1.46638,1.532394,1.455788,1.329576,1.314697,1.305666,1.400143,1.259483,1.316893
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",-1.102377,-0.9622233,-0.7115172,-0.5907407,-0.6319908,-0.8465576,-0.6710629,-0.9727553,-1.063236,-1.078963,-1.003024,-0.8671658,-0.8886448,-0.6998112,-0.6577575,-0.6916243,-0.7141645,-0.7533113,-0.8161141,-0.8512049
270,"GMB","Gambia",-0.3741952,-0.4470565,-0.387246,-0.4409165,-0.2874305,-0.6113048,-0.7058645,-0.7218639,-0.728481,-0.7382274,-0.5736223,-0.5945483,-0.5090407,-0.644619,-0.6964284,-0.6938298,-0.7702248,-0.8120448,-0.6292393,-0.4630391
268,"GEO","Georgia",-1.527264,-0.9628553,-1.008173,-1.233965,-0.6959892,-0.4687156,-0.2154314,0.0443966,-0.1345587,-0.108393,-0.1239845,0.007957,0.1183636,0.4012686,0.4692349,0.7859008,0.6796142,0.6853534,0.7445272,0.7079911
276,"DEU","Germany",1.905217,2.053513,1.861064,1.939489,1.929958,1.862092,1.885013,1.803052,1.73584,1.759813,1.755258,1.77627,1.743273,1.829577,1.813811,1.83838,1.837888,1.843418,1.841089,1.946584
288,"GHA","Ghana",-0.3399495,-0.2587137,-0.1009973,-0.3289041,-0.2544806,-0.2531646,-0.3671385,-0.0210537,0.0390468,-0.0705424,-0.0072126,0.0115234,-0.0257114,-0.1265676,-0.0966235,-0.192189,-0.1888184,-0.1490146,-0.2290351,-0.1149039
300,"GRC","Greece",0.3386542,0.7874542,0.6592863,0.424131,0.3888408,0.4649595,0.3582354,0.3637859,0.2673829,0.1335602,0.0674696,-0.0577769,-0.0988188,-0.1892218,-0.0453114,-0.1223881,-0.0766138,-0.0920857,-0.1383459,-0.0660259
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.190772,1.21647,1.228381,1.221596,1.242646,1.207874,1.19055,1.167071,1.182942,1.177301
308,"GRD","Grenada",0.8698972,0.7039568,0.5272376,0.6988198,0.7022477,0.6092975,0.6628075,0.6335925,0.3759046,0.3187275,0.355446,0.425115,0.4217425,0.416996,0.4198451,0.2472716,0.5560133,0.5638935,0.4753434,0.3765373
320,"GTM","Guatemala",-0.8569442,-0.8589314,-0.7540193,-0.6454131,-0.7666503,-0.6092742,-0.6665171,-0.8057335,-0.7421762,-0.6476532,-0.5268559,-0.5322092,-0.527978,-0.6587613,-0.6226556,-0.7359639,-0.7331991,-0.7398213,-0.7398668,-0.8228126
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",-0.9399415,-0.9780428,-0.9479084,-0.7173946,-0.8173987,-0.9157502,-1.050257,-1.115179,-1.279774,-1.20396,-1.078125,-1.201466,-1.100235,-1.041696,-1.04008,-1.057489,-0.989652,-0.9189591,-1.011108,-1.041717
624,"GNB","Guinea-Bissau",-1.194655,-1.21337,-1.103883,-1.011044,-1.148657,-1.215099,-1.152722,-1.087825,-1.19099,-1.180871,-1.195958,-1.155414,-1.156242,-1.278939,-1.325588,-1.538464,-1.482593,-1.552299,-1.562825,-1.533724
328,"GUY","Guyana",-0.140642,-0.3288913,-0.3954248,-0.4334842,-0.39756,-0.4475659,-0.5601329,-0.5846797,-0.5934979,-0.5564939,-0.5397137,-0.55865,-0.6082004,-0.7543291,-0.6508378,-0.7415104,-0.6353234,-0.3245524,-0.5081118,-0.2266977
332,"HTI","Haiti",-1.173277,-1.203155,-1.243224,-1.685485,-1.722249,-1.474257,-1.373464,-1.311195,-1.279908,-1.206732,-1.087965,-1.187163,-1.223197,-1.235766,-1.130485,-1.2339,-1.237522,-1.331628,-1.238204,-1.265189
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",-1.078811,-0.9362539,-0.9548938,-0.9709062,-0.9234992,-0.8933676,-0.81171,-0.8319468,-0.7884458,-0.9048845,-0.9043521,-0.8920198,-0.8251965,-0.9540582,-0.9454944,-0.7854443,-0.5667076,-0.6577745,-0.7176982,-0.6164857
344,"HKG","Hong Kong",1.444894,1.34573,1.338571,1.713238,1.852923,1.871349,1.779577,1.866716,1.917979,1.901366,1.886195,1.962114,1.852427,1.740711,1.643634,1.61964,1.651314,1.561687,1.614928,1.676441
348,"HUN","Hungary",0.6669082,0.7662362,0.787683,0.5838848,0.6809823,0.6933732,0.6543485,0.6587242,0.6228059,0.471792,0.4338323,0.3656501,0.3995961,0.3563344,0.3216026,0.1645602,0.1486354,0.0972435,0.0892915,0.053347
352,"ISL","Iceland",1.73311,1.96821,2.267266,2.251494,2.28839,2.190967,2.311686,2.183154,2.208236,2.343693,2.04152,1.942624,1.939586,1.886239,1.912274,1.827839,1.93911,1.949494,1.838121,1.843649
356,"IND","India",-0.3810903,-0.24787,-0.3455512,-0.5158787,-0.4165717,-0.4111507,-0.3607849,-0.276444,-0.3981131,-0.3371764,-0.4519712,-0.4681174,-0.5362822,-0.5132375,-0.51744,-0.4280237,-0.3520183,-0.2822576,-0.2398077,-0.186293
360,"IDN","Indonesia",-0.8641063,-1.176364,-0.9190737,-1.14404,-0.9697266,-0.9321511,-0.8781987,-0.8384197,-0.6190162,-0.5937,-0.8386456,-0.7513602,-0.7018746,-0.6397874,-0.6138193,-0.5617662,-0.4583673,-0.3993267,-0.2527087,-0.2515447
364,"IRN","Iran",-0.4806068,-0.4518096,-0.4012243,-0.1905752,-0.2671599,-0.3893229,-0.4827623,-0.483629,-0.548328,-0.7754393,-0.8393843,-0.9471514,-0.8728954,-0.7907248,-0.6871578,-0.6192047,-0.6045842,-0.7113884,-0.8116927,-0.9588165
368,"IRQ","Iraq",-1.602183,-1.432142,-1.500579,-1.408224,-1.213627,-1.484774,-1.374017,-1.448431,-1.460477,-1.46225,-1.326994,-1.25881,-1.170654,-1.217341,-1.27774,-1.333758,-1.368879,-1.386965,-1.372133,-1.399408
372,"IRL","Ireland",1.708908,1.591999,1.432767,1.40894,1.459252,1.289458,1.593498,1.71035,1.748592,1.749867,1.759452,1.688269,1.562963,1.463658,1.538592,1.60488,1.615371,1.583356,1.548565,1.547376
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",1.354008,1.187974,1.053336,1.233176,1.123608,0.9291246,0.8307115,1.007911,0.8503318,0.8951092,0.8098461,0.7551451,0.8048425,0.9097447,0.9131669,0.8657098,0.9430066,1.186809,0.8267115,0.7865694
380,"ITA","Italy",0.4078476,0.5178497,0.7291573,0.5468297,0.512423,0.3757025,0.4105245,0.4838046,0.3368244,0.2701409,0.1990607,0.1269229,0.1818639,0.066175,0.0516357,-0.0296416,0.0162641,0.0844068,0.1885998,0.2356188
388,"JAM","Jamaica",0.1870614,0.112579,0.0261081,-0.458855,-0.3838086,-0.3478818,-0.3063535,-0.256822,-0.2976884,-0.2955904,-0.2847841,-0.231325,-0.1624448,-0.2577827,-0.2753758,-0.2990215,-0.2316051,-0.1590616,-0.1725084,-0.1643905
392,"JPN","Japan",1.192312,1.10376,1.273968,0.9685954,1.210685,1.218695,1.218508,1.329219,1.238238,1.335973,1.377338,1.560462,1.561262,1.627003,1.65568,1.694595,1.569181,1.524958,1.522429,1.424772
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.228381,1.221596,1.242646,1.207874,1.19055,1.140704,1.166274,1.102388
400,"JOR","Jordan",-0.0354075,0.098122,0.0837996,-0.0521463,0.3145591,0.2555923,0.2568047,0.2593156,0.2640594,0.356088,0.1588846,0.0411859,0.1010287,0.072144,0.0679131,0.1356801,0.2600729,0.2652933,0.2597678,0.1495421
398,"KAZ","Kazakhstan",-1.13282,-1.017779,-1.123968,-1.111002,-1.026358,-1.095961,-1.014119,-0.9921018,-0.9900697,-0.9782891,-0.9331235,-0.9978565,-0.9914895,-0.9191352,-0.9289984,-0.830443,-0.8526416,-0.8167171,-0.8209888,-0.5017262
404,"KEN","Kenya",-1.158849,-1.148849,-1.05617,-0.9963042,-0.8803428,-0.8561925,-0.9964005,-0.9332762,-0.9709478,-1.055104,-1.059961,-0.9100319,-0.9502012,-1.093515,-1.031272,-0.9333014,-1.013479,-0.8927898,-0.9537179,-0.8520129
296,"KIR","Kiribati",NA,-0.5842584,-0.3320304,-0.0901322,0.1624471,0.3213347,0.2033174,0.0480343,0.0995177,-0.0265449,-0.1561034,-0.0772883,0.0949826,0.0065245,-0.0424944,0.2517935,0.2201142,0.2495243,0.3900577,0.3364136
689,"XKX","Kosovo",NA,NA,0.3920856,0.3805757,-0.4951826,-0.2942551,-0.5214868,-0.5097122,-0.7324225,-0.6279115,-0.5845309,-0.617669,-0.6107674,-0.6516541,-0.649229,-0.4881476,-0.5355489,-0.4147441,-0.5039746,-0.5190393
