"code","iso","country","FGT.raw.1950","FGT.raw.1951","FGT.raw.1952","FGT.raw.1953","FGT.raw.1954","FGT.raw.1955","FGT.raw.1956","FGT.raw.1957","FGT.raw.1958","FGT.raw.1959","FGT.raw.1960","FGT.raw.1961","FGT.raw.1962","FGT.raw.1963","FGT.raw.1964","FGT.raw.1965","FGT.raw.1966","FGT.raw.1967","FGT.raw.1968","FGT.raw.1969","FGT.raw.1970","FGT.raw.1971","FGT.raw.1972","FGT.raw.1973","FGT.raw.1974","FGT.raw.1975","FGT.raw.1976","FGT.raw.1977","FGT.raw.1978","FGT.raw.1979","FGT.raw.1980","FGT.raw.1981","FGT.raw.1982","FGT.raw.1983","FGT.raw.1984","FGT.raw.1985","FGT.raw.1986","FGT.raw.1987","FGT.raw.1988","FGT.raw.1989","FGT.raw.1990","FGT.raw.1991","FGT.raw.1992","FGT.raw.1993","FGT.raw.1994","FGT.raw.1995","FGT.raw.1996","FGT.raw.1997","FGT.raw.1998","FGT.raw.1999","FGT.raw.2000","FGT.raw.2001","FGT.raw.2002","FGT.raw.2003","FGT.raw.2004","FGT.raw.2005","FGT.raw.2006","FGT.raw.2007","FGT.raw.2008","FGT.raw.2009","FGT.raw.2010","FGT.raw.2011","FGT.raw.2012","FGT.raw.2013","FGT.raw.2014"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.570807886930728,0.452441523715324,0.363716743878226,0.455248968543299,0.361997021435521,0.510490644554259,0.641911467651642,0.600319445388432,0.692492559801761,0.723711433124803,0.709439289693238,0.70954636846889,0.736259476761875,0.733423262174958,0.788784581009179,0.688280404940643,0.711822797522736,0.763088455534513,0.794660666752898,0.78862515806959,0.853156062795803,0.852792668856563,0.85463753320615,0.857864507934395,0.84940548879313,0.848664425617754,0.841737951151438,0.842666119651646,0.841474642176749,0.843364350253604,0.841868373797,0.85503586184693,0.851528208536884,0.862447898362601,0.860115385202926,0.868179595506164,0.858437115997058,0.807725923260116,0.814708081930842,0.839881153081469,0.840178737903477,0.778325747683101,0.750648827175473,0.723671033622275,0.712821007739113,0.362769259935069,0.19322104093736,0.164329868617686,0.359676298971937,0.257570085409772,0.451977686176967,0.210060314622443,0.833788495769428,0.515811557780921,0.758675745950234,0.707677835513349,0.733440998798153,0.763914112728779,0.731696104986076,0.781604577278781,0.726823348269478,0.866975907126472,0.868376811934964,0.866531622777403,0.862589553826874
12,"DZA","Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.455261565356205,0.543493550371159,0.575628004838315,0.686211904325324,0.682998366129257,0.759154751920888,0.476078761481335,0.276356063977887,0.468817323965023,0.63843176903785,0.609408588320685,0.63133765041624,0.588449617153735,0.5534986012835,0.610723021196589,0.66164097555186,0.693400598560754,0.706779641371561,0.65853487857693,0.470862315086455,0.609894127114118,0.566406087348255,0.552686440280601,0.532730185066057,0.485913105018949,0.593696569750378,0.58752477365364,0.531756607222379,0.66838754161591,0.688070359282299,0.60503466251487,0.6244137727857,0.655364900107775,0.705827287547799,0.638780802329249,0.552099369119305,0.548202951721925,0.576728983292646,0.642808994361827,0.658681032001728,0.623749592410154,0.627845564062682,0.58065561403212,0.643450261805433,0.608201696561734,0.539658740612575,0.558584302849082,0.54609209873739,0.539980560026558,0.539396518798149,0.488381470384,0.532937070926198,0.520221227839458,0.47958505280115,0.491634672628694,0.537387413854792,0.545880632021205,0.550442030969049,0.540285568635122,0.501612531183218,0.474683846838739,0.485504363725503,0.487896718476532,0.461530023179025,0.449869121320084
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",0.412730634305629,0.45431453081879,0.487362130806657,0.546903385076623,0.546513361750924,0.53025948800398,0.460166325376103,0.395698061476978,0.43341820136681,0.560214775405593,0.498012295750929,0.480415461548195,0.469605418430736,0.612294771653064,0.493697080677971,0.469634162590432,0.326745968260459,0.455203266625085,0.600422811264661,0.535766202208036,0.56924724024423,0.579338768701778,0.692087540621223,0.704522516458611,0.722898988898647,0.693390193877976,0.761194148588774,0.82106748351452,0.719407233530955,0.693978758833797,0.765705072138487,0.731705860712781,0.662646965713735,0.671516392812441,0.641933391633421,0.658257211838553,0.569385644862404,0.51696522154943,0.468972874867025,0.470802891179277,0.543834940736438,0.564866934979082,0.576378763182106,0.615338358824923,0.674725413098168,0.698356099405571,0.636015825622963,0.57958431605434,0.598019249759404,0.510124747926184,0.492449305031199,0.546184606976425,0.60924427316294,0.629005664385694,0.697459148295748,0.625664965878252,0.513330153011328,0.516523289622903,0.501303846176698,0.620923107284688,0.615468201659722,0.61923255290777,0.573402766135117,0.567288068223826,0.605041229514231
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
