"code","iso","country","PBD.raw.1990","PBD.raw.1991","PBD.raw.1992","PBD.raw.1993","PBD.raw.1994","PBD.raw.1995","PBD.raw.1996","PBD.raw.1997","PBD.raw.1998","PBD.raw.1999","PBD.raw.2000","PBD.raw.2001","PBD.raw.2002","PBD.raw.2003","PBD.raw.2004","PBD.raw.2005","PBD.raw.2006","PBD.raw.2007","PBD.raw.2008","PBD.raw.2009","PBD.raw.2010","PBD.raw.2011","PBD.raw.2012","PBD.raw.2013","PBD.raw.2014","PBD.raw.2015","PBD.raw.2016","PBD.raw.2017","PBD.raw.2018","PBD.raw.2019"
68,"BOL","Bolivia",325.898552916568,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.767825118301,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.902088248608,NA,NA,NA,NA,245.345298303273,NA,NA,NA,233.389968334619
70,"BIH","Bosnia and Herzegovina",375.850723372745,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.315201981022,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.984419767613,NA,NA,NA,NA,265.857696078736,NA,NA,NA,240.700723798475
72,"BWA","Botswana",395.936864762411,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.601270178815,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.417457740139,NA,NA,NA,NA,307.212630111727,NA,NA,NA,273.654984742157
76,"BRA","Brazil",305.735430132538,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.278160650632,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.406477076926,NA,NA,NA,NA,141.915889646103,NA,NA,NA,125.192335178653
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",225.088561182082,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.25293908635,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.203196784819,NA,NA,NA,NA,98.9871255125892,NA,NA,NA,85.0332605601563
100,"BGR","Bulgaria",291.478960695939,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.833837858815,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.648804275713,NA,NA,NA,NA,230.497287972492,NA,NA,NA,213.843200579142
854,"BFA","Burkina Faso",354.783500312568,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.443575453428,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.543083550385,NA,NA,NA,NA,432.1060380948,NA,NA,NA,413.573323641904
108,"BDI","Burundi",530.701033081742,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.463299855619,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.729555454677,NA,NA,NA,NA,342.695378352236,NA,NA,NA,322.26727990089
132,"CPV","Cabo Verde",143.598914603169,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.507960858223,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.755635018874,NA,NA,NA,NA,108.157781754888,NA,NA,NA,122.260329785271
116,"KHM","Cambodia",438.152702145651,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.514703209026,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.873719648244,NA,NA,NA,NA,352.346147977064,NA,NA,NA,332.147775275644
120,"CMR","Cameroon",290.889289298343,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.189963834869,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.557909312999,NA,NA,NA,NA,354.205891769212,NA,NA,NA,317.418108938646
124,"CAN","Canada",63.3075082351157,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9418919543024,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1473169241947,NA,NA,NA,NA,29.22850880942,NA,NA,NA,26.84232231626
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",554.832145426071,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.339386334952,NA,NA,NA,NA,NA,NA,NA,NA,NA,564.486193992995,NA,NA,NA,NA,548.447342706483,NA,NA,NA,521.195602563602
148,"TCD","Chad",360.601879583999,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.332995757193,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.808773262737,NA,NA,NA,NA,446.169345562602,NA,NA,NA,423.415845035539
152,"CHL","Chile",54.3816541231359,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9093416126599,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2950928558954,NA,NA,NA,NA,27.9216359685194,NA,NA,NA,25.4847077288555
156,"CHN","China",517.483308266372,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.444758560479,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.161736172643,NA,NA,NA,NA,340.857813473581,NA,NA,NA,299.280671119575
170,"COL","Colombia",328.200085719563,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.342998265341,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.518552041671,NA,NA,NA,NA,125.830009494667,NA,NA,NA,110.90035362694
174,"COM","Comoros",369.778087892989,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.722274366186,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.676688677619,NA,NA,NA,NA,227.565171197399,NA,NA,NA,202.933754872565
184,"COK","Cook Islands",34.502555181524,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3273940033361,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.786023957044,NA,NA,NA,NA,17.3673858404434,NA,NA,NA,15.5560746807942
188,"CRI","Costa Rica",255.0709194012,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.299265626934,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.962240570555,NA,NA,NA,NA,163.687570791558,NA,NA,NA,154.373538756261
384,"CIV","Cote d'Ivoire",267.03340278595,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.510816142679,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.365002383646,NA,NA,NA,NA,253.53177129613,NA,NA,NA,222.044070269992
191,"HRV","Croatia",124.233817465741,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.951112804325,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8295037732673,NA,NA,NA,NA,74.7805460342608,NA,NA,NA,64.6501686994065
192,"CUB","Cuba",314.265205447382,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.486551731623,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.525805734072,NA,NA,NA,NA,207.493024342729,NA,NA,NA,193.205321910294
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",214.5209970996,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.874656455873,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.424353239681,NA,NA,NA,NA,94.5536540899627,NA,NA,NA,81.3878262572142
203,"CZE","Czech Republic",168.078154285172,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.876086507703,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9778047074537,NA,NA,NA,NA,68.7278683867934,NA,NA,NA,61.2521644822727
180,"COD","Dem. Rep. Congo",327.938097800337,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.693446573367,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.404455055372,NA,NA,NA,NA,336.565296682596,NA,NA,NA,318.408765933834
208,"DNK","Denmark",70.0567314408236,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1013644105079,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3492488477592,NA,NA,NA,NA,23.2687623156388,NA,NA,NA,21.4869700812494
262,"DJI","Djibouti",314.102855512206,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.387334091739,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.960331285557,NA,NA,NA,NA,232.23640715343,NA,NA,NA,210.254031079132
212,"DMA","Dominica",280.540031835134,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.15293190071,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.996342071243,NA,NA,NA,NA,178.295791970007,NA,NA,NA,160.53871945624
214,"DOM","Dominican Republic",396.620087392066,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.107145288908,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.823613061788,NA,NA,NA,NA,466.73226170437,NA,NA,NA,407.888739679023
218,"ECU","Ecuador",146.344221876196,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.666702186983,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.827822550371,NA,NA,NA,NA,115.458125072313,NA,NA,NA,105.752625232793
818,"EGY","Egypt",993.957445497545,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.761755358284,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.537924789823,NA,NA,NA,NA,885.971370795321,NA,NA,NA,800.041482987057
222,"SLV","El Salvador",467.60228397845,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.560029711809,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.506832400835,NA,NA,NA,NA,363.448603580492,NA,NA,NA,325.795036125673
226,"GNQ","Equatorial Guinea",694.66022326852,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.124774324309,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.882477727547,NA,NA,NA,NA,285.029591084866,NA,NA,NA,269.620437992321
232,"ERI","Eritrea",499.574750281235,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.972622720059,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.435641217,NA,NA,NA,NA,323.076448717677,NA,NA,NA,290.082265186908
233,"EST","Estonia",62.8648813353276,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0363640904879,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6305658968639,NA,NA,NA,NA,43.4931652001177,NA,NA,NA,39.014591513242
748,"SWZ","Eswatini",309.015069155569,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.419402585406,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.330541464647,NA,NA,NA,NA,301.607211193581,NA,NA,NA,268.870614936026
231,"ETH","Ethiopia",688.742222717209,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.653934788355,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.418011032686,NA,NA,NA,NA,355.984775193051,NA,NA,NA,321.818236600884
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",101.348931509817,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3135153812701,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3854672714094,NA,NA,NA,NA,65.9453661158098,NA,NA,NA,59.7946961300772
246,"FIN","Finland",35.5123052972598,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7151138229659,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1503971469064,NA,NA,NA,NA,16.3339039744046,NA,NA,NA,14.5187041146745
250,"FRA","France",122.793686308091,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.18970994137,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5503498962314,NA,NA,NA,NA,51.8175854003632,NA,NA,NA,44.806078307257
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",254.94405300494,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.831343211614,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.87320083293,NA,NA,NA,NA,170.600655740563,NA,NA,NA,152.428767003621
270,"GMB","Gambia",290.423645269067,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.90905759615,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.057288965294,NA,NA,NA,NA,303.179605890916,NA,NA,NA,305.177792641505
268,"GEO","Georgia",222.534784155433,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.771974746213,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.32305202619,NA,NA,NA,NA,185.64604278306,NA,NA,NA,180.630381686499
276,"DEU","Germany",83.0798818374394,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5731257762674,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.557110795215,NA,NA,NA,NA,38.5555961899886,NA,NA,NA,34.0822536317854
288,"GHA","Ghana",171.686813363439,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.029538395646,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.284344987061,NA,NA,NA,NA,161.042963690912,NA,NA,NA,145.113506054256
300,"GRC","Greece",152.22690660579,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.629295915017,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.092616391809,NA,NA,NA,NA,87.3466925314744,NA,NA,NA,81.4563743887727
304,"GRL","Greenland",245.029659006995,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.479039914377,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.616189110692,NA,NA,NA,NA,137.782463600034,NA,NA,NA,123.163900889778
308,"GRD","Grenada",508.038330113351,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.859737701408,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.663689275526,NA,NA,NA,NA,271.205966024249,NA,NA,NA,250.438638167509
320,"GTM","Guatemala",600.690399655945,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.132884278847,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.257169943128,NA,NA,NA,NA,445.336854467066,NA,NA,NA,397.593402585657
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",313.620134192503,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.187823221662,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.391330214784,NA,NA,NA,NA,397.655047819557,NA,NA,NA,362.647580891983
624,"GNB","Guinea-Bissau",483.571200135627,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.516034326233,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.824037018158,NA,NA,NA,NA,477.874472356694,NA,NA,NA,433.5160982325
328,"GUY","Guyana",873.572874800755,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.792814275718,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.02331263577,NA,NA,NA,NA,556.730773553743,NA,NA,NA,502.22390279239
332,"HTI","Haiti",1152.49393592092,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.01195955368,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.407230932665,NA,NA,NA,NA,910.632517669549,NA,NA,NA,847.914715533271
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",569.818924464016,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.684792466839,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.234142189076,NA,NA,NA,NA,659.03489435699,NA,NA,NA,597.103961073077
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",171.759447695775,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.334829062441,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.430175688349,NA,NA,NA,NA,97.1632675616019,NA,NA,NA,85.5042834707831
352,"ISL","Iceland",86.429670128136,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6151845192262,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.596730509192,NA,NA,NA,NA,32.1348813643589,NA,NA,NA,27.3597744577244
356,"IND","India",810.047004985228,NA,NA,NA,NA,NA,NA,NA,NA,NA,794.032493382966,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.625177924269,NA,NA,NA,NA,643.712275415763,NA,NA,NA,589.040050818645
360,"IDN","Indonesia",421.264559287082,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.096295831067,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.838517558696,NA,NA,NA,NA,376.725361814717,NA,NA,NA,338.331984868252
364,"IRN","Iran",890.042437010832,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.194554051606,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.375318538143,NA,NA,NA,NA,499.740054434604,NA,NA,NA,454.391663412518
368,"IRQ","Iraq",572.243092207086,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.573940855399,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.694677054167,NA,NA,NA,NA,433.309816816398,NA,NA,NA,413.922183238097
372,"IRL","Ireland",181.039805088373,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.044671938574,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7615616693546,NA,NA,NA,NA,54.9613230006859,NA,NA,NA,47.3274064195529
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",105.557866117491,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4709102382091,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4957393052797,NA,NA,NA,NA,36.4014752047953,NA,NA,NA,32.2563560689454
380,"ITA","Italy",128.713555274555,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.347940669581,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9374891428538,NA,NA,NA,NA,56.8839335917224,NA,NA,NA,49.7584732935602
388,"JAM","Jamaica",283.758814751178,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.817052964254,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.966044738867,NA,NA,NA,NA,206.21429504172,NA,NA,NA,188.631870980625
392,"JPN","Japan",49.6558866290475,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7775539686916,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.513184843081,NA,NA,NA,NA,17.4060859795762,NA,NA,NA,14.7718169930471
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",426.442522646816,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.227433352842,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.610824672702,NA,NA,NA,NA,222.66714873996,NA,NA,NA,205.894926536896
398,"KAZ","Kazakhstan",206.441827815614,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.013290696348,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.444993062119,NA,NA,NA,NA,191.281282510646,NA,NA,NA,160.259798345883
404,"KEN","Kenya",238.760317875838,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.437857763765,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.136721144653,NA,NA,NA,NA,196.036455175715,NA,NA,NA,175.584666458653
296,"KIR","Kiribati",341.662161626252,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.135269505793,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.48519326962,NA,NA,NA,NA,319.536628019507,NA,NA,NA,305.995761966321
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",273.830418095333,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.611947437017,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.853476459322,NA,NA,NA,NA,147.17942851779,NA,NA,NA,136.523299735301
417,"KGZ","Kyrgyzstan",247.875277885772,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.957440147876,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.138834898417,NA,NA,NA,NA,296.401981135386,NA,NA,NA,261.988714659545
418,"LAO","Laos",473.957457849131,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.565267655926,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.924340137984,NA,NA,NA,NA,364.394341160462,NA,NA,NA,336.547172196507
428,"LVA","Latvia",85.4569312452032,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8508104357414,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6168660567366,NA,NA,NA,NA,64.7915345066781,NA,NA,NA,56.4182415987404
422,"LBN","Lebanon",487.158905303349,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.821900049869,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.319840272103,NA,NA,NA,NA,277.130409202087,NA,NA,NA,233.977877372324
