"code","iso","country","SEG.raw.1994","SEG.raw.1995","SEG.raw.1996","SEG.raw.1997","SEG.raw.1998","SEG.raw.1999","SEG.raw.2000","SEG.raw.2001","SEG.raw.2002","SEG.raw.2003","SEG.raw.2004","SEG.raw.2005","SEG.raw.2006","SEG.raw.2007","SEG.raw.2008","SEG.raw.2009","SEG.raw.2010","SEG.raw.2011","SEG.raw.2012","SEG.raw.2013","SEG.raw.2014","SEG.raw.2015","SEG.raw.2016","SEG.raw.2017","SEG.raw.2018"
44,"BHS","Bahamas",67.4637005216324,68.1353747448236,67.9338597949571,76.8449677529389,76.9124951340656,80.1132762527216,77.6713093715448,82.3532099117198,80.9443811394007,81.4681699960203,82.2911248562995,82.168927024664,78.9289139147754,82.23601805932,81.1685350560517,82.2894501681033,81.0746293493506,79.8037823533209,76.9404412107644,78.7807218939365,79.0632728865688,78.0348193312585,76.7696050275366,74.9212718198337,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4500352117737,52.8099940272787,48.3069195193275,55.5966130111296,53.6816094842985,49.3408502772643,51.1877969924942,50.8391997626456,52.4743145092554,58.4529859903002,59.4843333154655,57.4461313743696,55.3037962821392
50,"BGD","Bangladesh",46.2837782535776,45.1285007128911,50.1242014306067,49.9341757797937,49.8336270363667,50.2007432591683,50.566324299804,50.5801185568603,51.5724174972413,52.4004924204798,52.8058618188649,52.8799568974096,52.7445971888149,52.8840217973928,52.932121684056,53.3233235281854,53.4982962820487,53.045792114203,53.1515772370168,53.3901814201826,53.6357543166708,53.7138319423318,53.6713010179276,53.4762107306392,52.9649395131073
52,"BRB","Barbados",71.9383392266981,70.7176612814595,71.3708513708514,70.5133205913328,69.0334521050265,69.1789640487273,69.8478295691174,70.0752410440698,72.2252019182231,70.3100905384979,71.4058076173403,70.4988068662921,72.2016042140548,72.026325646102,72.4749058971142,73.8992622685521,73.3614428574582,71.9678602844944,72.4859600330731,73.1815718157182,72.7440407087135,74.0900712236729,74.8953974895397,NA,NA
112,"BLR","Belarus",44.4107233181588,41.1505481742626,39.3642585709892,37.9104762424011,39.5825173998556,40.0357361906424,39.8946769143182,44.3475881023921,44.0705784232333,43.252800507592,41.8164578990954,39.6283221474447,40.8328812746792,40.4715469411405,37.9914446940769,42.1690842437222,42.4049557315523,44.128236423701,43.2927264636013,45.4217867161879,45.6522130319622,47.7416980416264,48.5229965560459,47.6337185881178,47.7229672537989
56,"BEL","Belgium",NA,62.8286734733418,62.6843084081681,62.1478549905363,62.7461089958787,63.4543005249236,63.2700931756396,64.4057453222187,64.8951102848017,65.6756292977022,65.5573886180212,66.1298224481252,66.1434246580794,66.1467454763027,67.0592960237063,68.4673567461081,67.9461408571065,68.3323912053163,68.5985629423063,68.8643874518976,69.1515786832151,69.0677049798019,69.1537564233274,68.9441440702955,68.8300281217308
84,"BLZ","Belize",55.4466908501943,55.1767793228759,54.5678578099416,55.6050008684664,56.1496138310369,57.9632863213969,56.3966995902821,58.7435938726902,60.2057086691748,61.3060742049936,61.2578774499679,62.3773439069929,60.1746908467068,61.0138658349545,60.589796994451,62.0623606266395,60.8266712927042,59.9891362530802,60.3927344048771,59.9101870092126,60.0445729310999,61.0370056926794,62.8867245040361,62.9062085193353,NA
204,"BEN","Benin",54.3679410147105,53.517528996626,51.0277586150128,50.6973620798489,50.8568789177286,36.0968540547068,37.5956702383556,37.8887361938209,35.9135744480977,37.3424971363116,37.1640291384074,37.426000473597,37.6287701290491,40.7724571828032,43.6586205816975,43.9991644783958,44.6671687619489,46.0647645910176,47.6346075298527,47.5077916049601,47.4820293780602,47.1593458134508,47.5864599443661,46.1569100047593,46.1982544673123
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",33.7217338610716,32.8886606888355,33.9500358721339,33.6758610345999,36.2473259384878,35.8067859985562,35.8335420491047,35.1927049960045,33.9642515992584,34.3205536087952,35.9139525717897,38.0849818789279,37.6003927685417,34.3599018387879,35.4449926932632,37.0223460903938,36.4301143495593,38.0749084167157,36.4523719126143,36.3309748487356,36.8838963305658,37.6236030801104,37.3667213358097,37.1528899836674,NA
68,"BOL","Bolivia",48.3216049359933,46.730823286797,47.5103916447305,49.2203461609448,51.7171680022902,54.2201140352198,52.1618189875416,52.6537736050573,52.2995500061404,51.2880536260003,49.2849687013262,46.8201945899409,43.1317853469939,42.5095706516726,40.4960226445502,43.5085272345038,43.5524287845369,41.0131904913076,40.4434921727884,40.2117808956782,41.4653514772526,45.976399650627,49.8023324477813,48.7378518975799,49.0940955763533
70,"BIH","Bosnia and Herzegovina",38.2913881242627,53.6000024224428,35.7000015027045,39.3643299503698,38.7094107305254,44.4868898150251,55.8577637094704,54.4694309590131,55.956493741408,55.4007721475353,55.16,54.7213909035968,52.6667037273121,52.6100815159435,53.7020525225388,55.7091632887769,55.5708658320794,55.8821378857029,56.8671468357008,56.2468627181085,56.8750573400573,56.2644275065704,55.4963975273254,55.781042194448,55.6465456843642
72,"BWA","Botswana",45.3614354677907,46.2640168672126,44.7803827513668,44.1444144960115,46.1047337482711,44.4107348174785,42.7469105242306,45.2880633320755,47.5973823221757,49.6970639811907,48.2340045044949,45.5973799453942,46.1513385721237,46.8040066105616,50.9475023544081,57.5484873515765,55.2591400869254,52.4723652103678,57.1550595301899,56.6213408059278,55.695059801982,58.1464033798351,56.9725562942173,59.1129889635234,59.5228803092667
76,"BRA","Brazil",43.4583983789283,58.1214163702779,60.3188797926266,60.6057128117431,61.1185930442759,60.2036566282485,58.251861249965,57.7136922463033,57.3481454732969,56.3578281380465,54.9204711078884,56.0758916152467,57.1381272102654,57.7262362097238,56.8048617737802,59.1450592134567,57.6129219704224,57.5681693234274,58.7336025056285,59.6787691841389,61.2509634096413,62.3078671740674,63.1994166458573,63.0818345968922,62.6304268785483
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",44.9729184686849,44.5674619970194,42.5737640371551,42.7273098354283,47.0558657817109,43.5804283698859,35.3058141386067,38.8229863382636,38.2444117641971,34.6302572795188,31.0193775691018,27.4930673672336,26.1173720769459,28.0055259094726,25.2511287926698,33.6858557583289,30.6099518459069,25.7520490923915,26.6941141872873,29.2901629930651,31.4352185232371,37.5351558105524,42.9760421304837,40.8510759470592,37.337569623428
100,"BGR","Bulgaria",44.6847412480974,65.4310276835713,66.0884808783503,49.069031166641,54.4886367956448,53.4673492120301,54.0568895509134,53.5478521023707,55.3268335394099,53.9001064453045,54.0937817954136,53.5553364343744,52.9479078000192,54.0697088112946,53.3110029564613,56.1877020081961,58.9937583003104,57.2416696591092,56.9697368613512,57.9925023910996,58.5969960361049,58.2004895275427,57.8009136300861,57.9921320236534,59.2423648579156
854,"BFA","Burkina Faso",39.3936571262445,39.532823713261,37.4748721663137,38.3333246970843,37.9875193058709,39.3290981403203,43.7914128103627,41.5518213440932,41.9568895294191,39.7991039741052,41.6493194994157,40.2059411988249,43.0640803527186,45.8132937760073,41.5320359010632,42.357133150919,38.8423703635085,36.6210687778367,37.4465185810983,40.0593624642793,40.3341869883626,53.1976836643358,55.1648281272992,55.1254061391708,43.1849013107097
108,"BDI","Burundi",26.7703796531697,28.4609699957859,28.1245516913721,32.5720828471412,33.4982258870565,35.7133948177427,32.1289977027999,34.998612766489,35.5059476836453,33.826561596154,33.9799370317603,34.0146526694939,35.7022673486526,39.9188675811784,38.3214407743236,37.8394521765596,36.9511248689049,37.9941508064808,38.8501430562034,36.0235016393443,39.1278229696112,49.3654136558661,49.1137985114209,NA,NA
132,"CPV","Cabo Verde",56.5818579502531,58.0253019765964,58.6207113965282,62.1119952824453,62.6748466330958,62.9795880292451,65.3810265158254,69.4201626044445,70.5950151487304,71.3303054474098,71.9184489648669,71.7877348277842,72.5890097387261,60.9594637057439,59.77114089687,60.1876225046899,61.1614504716051,60.6022341202239,62.1635057184272,61.8288290518927,61.2316090833768,60.5186218106071,61.7893400160413,62.0148151776512,61.0972691770623
116,"KHM","Cambodia",36.2557496302954,34.1915817554512,35.9810694223313,35.0877626948484,34.80403174447,35.4418475120645,36.9032270042273,38.3925836871394,39.3171071508839,38.1987809110637,39.2879714970445,39.0776133570484,38.7171341009828,38.5061649640579,38.8416175427957,38.7897872392567,38.3054104505287,37.5039557638043,37.7700054226476,38.5075644641939,39.7038515995489,39.8326734240114,39.8859808153612,39.7219063450846,39.4920662589441
120,"CMR","Cameroon",47.1499266987233,48.3104419169514,47.5698336806463,46.708221577072,47.0231194059765,46.3383066453426,45.4631191458289,48.1133434867014,48.6068326453012,49.2179219475958,50.4463210715804,50.6570464531599,49.4666332710376,49.6685069935625,50.7574468732772,52.5775422154658,52.129408410223,53.0699576158269,51.9561393519876,52.4688885996616,51.8351537636665,52.0762049160362,52.9809967909786,52.1450251552474,51.8435447657256
124,"CAN","Canada",NA,NA,NA,62.7239738909171,63.4786273265087,62.409478544648,61.1199555871235,62.3611470357429,62.837676509855,62.7440081195409,62.2033550709559,61.8202322043037,62.5002429287626,62.8697732235506,62.5116838473419,66.656968861752,65.5178201958811,64.5615456500343,64.9129804126381,64.9174822875187,64.6536494186456,66.7485133397824,NA,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6274439129651,84.4334995165649,85.0093817527011,86.9013790777705,87.6111424287643,87.3133587201445,87.1902467935886,87.1980776190893,87.3154936804664,87.4373687362951,86.8332429812535,87.0210703612992,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3114300877529,29.3293728575983,28.5700359301451,26.5930377094809,33.6127582488473,31.8849089841456,31.9893403817125,31.0598200434945,28.2214900478802,NA
148,"TCD","Chad",49.4200541637746,49.4230075513028,46.2714343430842,43.9841938742815,43.6831799078038,45.4941240461618,44.5794947284954,42.9981522742084,43.932055082335,40.3986743087963,28.6879271461279,35.0678270334348,32.5246898692689,33.2485847599452,32.5686654388588,37.5114996977554,33.4127974225258,32.5930977500698,31.8244689969939,33.0200057957912,31.0910072935353,33.0397097636701,30.4930426387032,33.5071308250599,37.5543896099761
152,"CHL","Chile",49.2821165135001,48.3363385307638,50.9890591647308,51.7542610368103,53.8197353823254,54.7105059948622,54.0956103696652,54.8650738756466,54.5287970508181,53.7250804122026,51.7232971542872,50.5202358809484,47.2097037685491,48.4896117436606,53.56901068089,53.9533208076462,52.778350955148,53.4873462381865,55.6341999172761,56.946492912642,56.6963250458312,57.8926858041903,58.601833703768,57.8879258789572,57.8851079010261
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1819501791534,41.3347332477967,41.815672804529,42.8685304986481,42.8586419316098,44.4058364897966,44.1761887880524,44.2923128694869,45.4625496676445,46.87965458902,48.0417620617246,50.4637875989679,51.803027535035,51.8927649846001,52.1570193361283
170,"COL","Colombia",52.8260256465956,53.9334397761113,57.2160632200197,58.394433716949,58.9164164269976,58.2248501228895,57.1943739779697,57.1646793682561,56.4586280128647,54.9027887422204,54.1525594452856,53.3299946808107,52.650291392736,53.0765354352124,52.1134259968139,53.457547370331,53.4851463678065,51.5153419271429,52.0360889151489,53.3864739128173,54.6340753673796,56.2155458237437,56.8986156229234,57.5949202016097,57.7945206154011
174,"COM","Comoros",54.534647505831,54.5341798118887,54.5343863112866,54.5341147710534,54.5344626489249,54.5343359304222,54.5341780950089,54.5345235575906,54.5345022854126,54.5345234241317,54.5343191040286,54.5345549758469,54.534292678114,54.2987882798195,55.7844251162305,53.5201608357446,53.189967561664,53.6020863062645,54.0415544084075,53.0563973328625,53.780128866161,54.5434842618934,54.290775704812,53.0211532193038,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",52.614589680214,52.008995059863,52.7483301135125,52.4624851527846,52.7105996299981,54.0343885261871,55.6959323656797,56.5245376745772,57.2718338626371,57.5921825428637,57.1135814278909,57.6018765214226,57.9722650765973,57.7612479664806,59.1840671977583,60.8449829151715,61.8023630392008,63.1111794550938,64.1441254243405,65.6929008521176,66.3757967904917,67.3923027575862,67.512157654542,68.0653965064919,68.3069741596966
384,"CIV","Cote d'Ivoire",53.6965455566941,54.5043941926943,54.9790271535512,53.030537327883,53.045228729498,54.8906038434778,53.5064046259986,52.7967556649471,51.6260641110841,50.1456239415427,54.3996656550942,54.5899106222928,53.8426250023099,54.7334782286289,52.9319029059627,53.7532167313648,53.0623041183157,42.5749920188946,46.5286283852308,45.4825884568055,43.4129872149956,42.8753490427157,31.4976109812451,31.8365671594961,32.6083340873151
191,"HRV","Croatia",NA,50.4335775274431,52.59955400102,51.9641992158,52.5626442293006,53.7780430787726,53.1725161957061,53.6352871141723,54.1693591144931,55.0002042168856,54.0814514420176,55.4014692342099,55.4697423308468,56.7329027379818,56.975051185273,57.6585867288588,58.2549879621888,58.6385121890106,58.0682374313602,57.8964434725817,58.1723464754011,57.7831767323055,57.6992350023049,57.8117591209642,58.0279240977141
192,"CUB","Cuba",NA,NA,64.6801383987511,63.9078562501823,66.5597247822823,67.1143080189216,66.5693889168799,67.4860490366891,69.4032538961909,70.7182489721792,71.4519802109782,72.9508509031241,73.2716124286159,72.4383530788906,72.3230981000324,72.4532860824742,72.469220246238,73.0062327873605,71.6574834907918,71.7698449732981,72.8848442769292,72.7588858411853,72.048812520521,70.8170282186038,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,76.7108890759478,74.6811777010328,75.1184328184521,76.786825863711,77.9883008621289,77.9973255026024,76.0630112996805,74.9990954043439,76.0626774586038,74.4789705143764,77.0303910145171,76.4789436998769,76.7472400655026,74.9303321321642,74.4636888828797,72.3842288236507,71.973964658562,71.6880041613757,NA
196,"CYP","Cyprus",NA,66.4300263599329,66.985149445454,68.6653275117514,69.3007997986706,70.2338576754395,69.7822931237246,69.3356947469933,68.4038278897773,67.3559725004262,66.8239461218033,66.7369661004256,66.9929787587766,66.0996894626299,66.3811981155603,69.9843575371127,71.2582858321274,73.9126490422675,75.3534170834676,76.9215164529734,76.5147376658009,76.2444762262186,75.3741441412208,73.7876126200977,72.5851520801125
203,"CZE","Czech Republic",50.9044834985646,51.4885779354747,50.3464144808842,51.5624704846265,52.6320252293503,53.5089147112245,54.0792546670516,53.9412119024619,55.5862001070985,56.3874590714003,54.1037158557022,54.0854615304274,54.082272877632,53.9563247682297,54.5841485225206,55.5376806841222,55.6481017871708,54.690902149486,54.3531485411506,54.258334537135,53.6554986810899,53.7666160477986,54.2573914794284,54.4602851404532,55.3122265234845
180,"COD","Dem. Rep. Congo",26.7840057091636,25.7919973119541,33.5209202292819,29.9262491240781,30.9862944672749,28.2944718563066,44.5134186173392,34.5450001204126,38.0515982890655,41.9888095470269,40.173975662304,43.4048639654043,44.5153498233737,43.5605755053496,38.7267052513437,38.3532682779559,35.3774218114579,33.1142082932938,33.1820625965715,32.3323787250273,31.7014624717095,33.1043748127631,33.82743725181,33.7502929324867,32.689550462535
208,"DNK","Denmark",62.5265029407442,61.6340065394223,60.9935074961582,60.76925023274,60.7388944913439,60.736225967986,60.3446196884194,60.886851579919,61.4769076298102,62.2414043908791,61.9929203234261,61.5873174004277,60.9398666080154,61.4862164252708,62.3366472935991,65.4425910043475,65.388425590002,64.7281268578892,64.284259330597,65.1508516710309,65.5986250514218,65.8337736623655,65.2028172340369,65.3719559591142,65.0707313587787
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2025629372263,70.29312811787,70.4347734712541,71.7837831115427,71.8867215679442,71.7126481515895
212,"DMA","Dominica",61.3452266226664,61.9164371545007,61.1696281242548,60.9467786895707,61.0061198846741,61.3900898387529,62.1371086869118,63.2768884388577,63.3108610568602,63.5281423110134,62.0603354159657,60.8668610020634,60.8929277460592,59.0448502559692,58.4824674534713,59.4138647559975,60.2937565641678,59.0334512409586,60.1516135067555,59.4174957971527,59.2898830406999,59.2465400047041,57.5203007649617,59.5384720257023,55.1102336482127
214,"DOM","Dominican Republic",49.6185495971745,49.7966520990978,49.854366602172,50.7358012811056,49.4232307482331,50.6530442161906,52.1362731723537,53.9598269500384,53.775040851009,55.1622486562576,55.1415803993543,55.767972107314,55.599825837468,54.9331736137856,57.243576176906,59.1552946686212,59.2929222707978,59.6387827044532,59.9095534029698,58.9342294921076,58.5891474597749,59.0026301743487,59.9536715828998,59.7829415740073,58.8957866055527
218,"ECU","Ecuador",46.0340844660993,47.8071197724812,49.4611755952499,50.1865605095813,52.085486843384,49.5185544512604,45.2679601460832,50.3803529820841,51.8728870716589,54.1842103461866,54.0552777858321,53.4283508466085,51.7803773698431,51.2911276254991,49.5339908991901,52.0599527643181,51.1492075083149,49.3074267100846,48.9751940027121,49.253441558116,49.345071729757,51.3733450171775,51.5542623676255,51.2311274631394,51.623515247847
818,"EGY","Egypt",46.9068571428571,47.6764705882353,47.7336530078465,48.1519368183528,48.287891440501,47.5558192457737,46.5259923551897,46.457987175913,45.9905252045395,44.9042395209581,45.0910776839069,45.9292293407614,44.6899951432734,46.9732679914071,46.6682970407594,46.5660621761658,46.2327200397812,45.7160236306615,51.7716247686153,52.300736400774,52.3209812206573,53.1705470763943,54.4832804310917,53.0205417867435,51.358477937531
222,"SLV","El Salvador",53.6698763859185,54.3069516742596,55.2780878200305,56.2270061008114,56.9109816508222,57.8837856162915,58.5739401693572,58.4264243331685,59.1072948422135,59.225718403235,60.4952014311541,60.5376864367424,60.2821780034638,59.4189866723242,58.719946757655,60.9827529472294,59.5030767696304,57.8387756128296,58.3439944337834,59.546395634208,59.4190268250074,60.0130811869833,60.4569737999149,60.665349003549,60.3415595455339
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6913934502382,17.4690950886762,15.4146710346223,23.6771022893582,24.7325512094271,22.1315186514592,22.9343465047188,27.1661850938714,29.01926071002,39.1222153520914,45.1807218132753,41.6699855140432,40.5021954240111
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,55.0386257898195,56.438000245418,56.4922598349615,58.2569583279158,62.070260214796,60.1777194339106,59.6386179432006,59.6298738389459,59.518727325073,59.5724673832213,59.0831934832185,58.2611757074579,57.6771682174731,60.3850911057908,61.3097947031048,60.2188955767035,58.6907452934321,59.0825750316884,59.4575939481386,59.5371145448183,60.1437347828362,60.162630606518,59.9512422363799,59.9129509825891
748,"SWZ","Eswatini",37.8823060562892,36.0817442068479,35.9176701682466,35.1599240872307,34.9578278425255,35.0982615683952,45.5575365768617,45.1238605854354,44.4470896164172,45.933975682124,47.5121667341358,46.5702955427511,46.9321407014568,47.0545044874931,48.489487538515,48.5631484606371,49.552576625361,50.1546694355647,47.7131631318328,48.9501566475438,49.8026007816542,49.7469107209895,51.9040624412173,53.3909826462,52.7621383447453
231,"ETH","Ethiopia",33.7976736701671,33.1314656496382,33.2743903936983,27.3694441807363,32.8402752235192,35.8585421802434,37.4479927810305,38.499283331384,41.4431413187039,42.7501557957854,40.0736578229212,39.1449503016171,38.572635142107,39.1141105816058,37.9001296082826,38.7708154845259,41.7550740909194,41.4300565862634,38.5815204962798,39.6700979759192,39.8920084959331,39.5457091545031,36.7245899328932,36.6382920230454,36.5226710461852
234,"FRO","Faeroe Islands",NA,NA,NA,NA,50.7226854533454,52.1451511778179,50.8927736748621,50.7501282494216,52.0675334055616,55.2371953140082,56.0033219963616,57.0135309900207,54.5347467608952,55.0590368017454,58.3402549856057,60.6705261253557,58.3335248998107,58.7082348718255,60.4094318148656,59.0770148363528,57.3738421730272,56.4135407136322,52.8885353485135,52.6411161000641,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",45.9264443945517,47.645422065033,48.2228915662651,49.22099831299,50.2688580368807,50.4744725903851,53.0858380783732,53.7275205066216,53.4150730734318,53.2390581501046,52.5192256022612,56.8338607009873,56.3217918534716,57.6307500447279,57.4671943482391,58.4838308163941,57.4879987562657,58.1573672809629,57.9960422844048,56.8717214134653,55.5436807928222,55.4372357396724,54.5083937664001,53.9648088883649,53.9648088883644
246,"FIN","Finland",55.1240525295258,54.3345915012785,55.0764256319812,54.2803734941935,53.5030154009736,53.6916082979444,52.8918766191353,54.2520268352292,54.8577439998921,55.1491399956455,55.7462597096109,55.7823915516434,54.8814117047285,54.6118638254084,56.1532385873802,59.4948875594518,58.8503474078033,59.2068837653465,60.6037248552252,60.243043602278,60.668989750528,60.7796067672611,60.1990993784508,59.6412556053812,59.0447646164715
250,"FRA","France",64.9504562802418,64.7738232727804,65.1078125573959,65.3970483695177,65.4870640936877,65.8895545250211,66.3111014923051,66.9309582629047,67.4136194766565,68.0582044391678,68.1653784376817,68.5274122900156,68.7173829411125,69.0074998969794,69.6540318613919,70.7514167882827,70.6519707170239,70.1796908134547,70.2794996562626,70.3036904121455,70.3461075978072,70.2087214887702,70.505418442713,70.3028631458047,70.3386185823747
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",38.2949505746306,39.6048804137039,37.5411974732216,39.1302949406581,49.8374291115312,43.8906304423546,37.5311789812095,37.9417335230936,38.8653039103033,38.816350461147,36.2849149195174,29.5650974359157,30.9213104046742,31.3484397338356,28.9831186458055,36.8182126957151,32.43377155187,27.5231304717896,29.5743104786675,31.8620215249552,35.347400279414,39.0291929804191,41.7428124794395,42.6496912552085,NA
