"code","iso","country","EXG.raw.1994","EXG.raw.1995","EXG.raw.1996","EXG.raw.1997","EXG.raw.1998","EXG.raw.1999","EXG.raw.2000","EXG.raw.2001","EXG.raw.2002","EXG.raw.2003","EXG.raw.2004","EXG.raw.2005","EXG.raw.2006","EXG.raw.2007","EXG.raw.2008","EXG.raw.2009","EXG.raw.2010","EXG.raw.2011","EXG.raw.2012","EXG.raw.2013","EXG.raw.2014","EXG.raw.2015","EXG.raw.2016","EXG.raw.2017","EXG.raw.2018"
44,"BHS","Bahamas",51.0214789812826,49.549139690872,48.0376835688556,36.8804047779975,34.6571601675345,36.4568895621607,38.0475628585261,34.0725886439131,36.175454557738,35.8102341689881,38.215231096961,38.7598869482117,38.3092773365463,40.0919541095878,39.4936348090443,34.190679986696,34.9532873206178,37.4352685331837,38.126953033907,39.9497534720915,37.8660801474816,34.9813013576656,35.8085278913403,33.6545497899211,NA
48,"BHR","Bahrain",81.1932702210151,81.9905466031894,87.9135242955814,79.07678217749,64.6036729603028,78.8672455861517,79.1805973202084,73.6106719000445,72.2176603559946,72.0630183506862,78.6051030377881,83.8940300417307,84.6376061742767,79.6795292320647,82.5774337999584,68.4655938651118,69.5373177399286,99.4177449168207,102.147254651981,104.806998357972,96.0507512478313,82.4167842971054,73.7428923680836,75.4427221529586,88.069250319005
50,"BGD","Bangladesh",9.00154364628231,10.864634213863,9.70650764952346,10.5203705573506,11.7573312287186,11.7586423857313,12.3442012279919,13.3865592080649,12.4099689322019,11.4311486959413,11.1465089461353,14.3928418979283,16.3534635652888,16.9953348464905,17.6588584820757,16.9401329056133,16.0241126856916,19.9220749554939,20.1615888634893,19.5378741103687,18.9896599950107,17.3366737865485,16.6497149603036,15.0361076278794,14.800958178109
52,"BRB","Barbados",45.2564191453466,45.9303220134081,47.0315398886827,45.5689043179779,41.5470301311101,40.8520682711036,42.377062309787,40.1552949481013,38.209868753155,42.1011649388522,40.8581956834123,43.9201498473302,46.419250568658,43.7455187543475,43.7128816394814,42.5216799294635,38.9258041016358,37.905769272029,38.8974196527323,41.50027100271,40.7792376881096,35.2279048460456,36.4060895772844,37.9810827003317,NA
112,"BLR","Belarus",71.2696004046535,49.6651647817599,46.3498037416792,59.8598805986424,59.0511292994057,59.2033413701759,69.2108213448948,66.7476067360771,63.6275159440361,65.156379906358,67.8863333586708,59.7978087236099,60.0613117690842,60.9430527153212,60.9377552183976,48.8764618241933,50.1096053919788,78.4653615193087,78.7769072783938,58.3335781066769,54.941004057247,58.0107665670743,62.5093471231924,66.7896002012327,70.1993858596361
56,"BEL","Belgium",57.8158656842799,59.487665854818,60.442784742598,63.8967697738669,63.3972679385354,63.8987249514794,71.8575876571322,71.020368082279,70.3147727574309,68.5960942765708,70.3699698839145,73.5212250642736,75.7111400434884,77.4908365667041,79.6959831488997,69.3097762464767,76.4484573425673,81.6355465472349,82.3058368243002,81.730301131825,82.6662277616896,80.7811527387195,82.7327158648974,85.7581667423769,87.9322281604872
84,"BLZ","Belize",49.8319054883271,47.9610101196439,50.0034222878719,52.7792948450542,52.5814687809714,54.3215336404896,52.9722261565084,50.865958388302,52.5624071197757,53.1852939805925,50.5606395262824,54.6603234761503,61.1338657857377,61.0930844550612,62.3712526399212,51.6912712722834,58.2283412054012,61.5324576301257,62.7659655760703,64.1803685634575,61.2073410660615,57.5240136818121,51.6839779785334,54.2084412729889,NA
204,"BEN","Benin",28.3270186172953,27.3689425027528,26.4988115545834,27.1761345944549,27.0929395510065,23.6881830807318,21.1403892411983,20.3491627220441,20.1878816345702,18.9840514582783,18.8185548019761,18.9320388349515,18.5280226114768,22.5865082139112,22.8546382392536,20.3718071138697,23.7877295637564,21.2220628118898,23.0171740227289,27.2599124687783,31.3334722366913,24.4398193584567,24.8278328737829,27.2863995979696,35.383601152018
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4887749299133,47.0831141348796,47.6371840956869,46.7615656563559,47.6682676350223,NA,NA,NA,NA,NA
64,"BTN","Bhutan",29.5287425843095,37.7689358057924,35.4881289332026,35.9047155549097,33.1000112909481,31.1144920421453,29.3772262558174,26.2861735036328,23.8715499463399,25.5290743475142,31.0274938861079,38.2497417564353,54.4194434186474,54.9685607191533,48.7902601198305,44.7019813462701,42.4527911499786,41.2054149499706,38.7253342636964,40.4599044965572,35.9520891439705,33.2193600882453,27.4157037214038,29.0919497737686,NA
68,"BOL","Bolivia",21.6633120258824,22.5514209321009,22.5818704584882,21.1106024594354,19.6986839141652,16.8808984517562,18.274745971826,19.9721485240274,21.6344550697626,25.6007334787844,31.1383905633221,35.5481435047552,41.771714513684,41.7956566240862,44.9065562326816,35.7226252948767,41.1874557703548,44.0917015014068,47.166197111876,44.0924794819743,43.293087488157,30.8682958840268,24.488005709998,24.904144232763,25.9887947757567
70,"BIH","Bosnia and Herzegovina",15.4482894219426,20.4117390235021,23.617706247983,27.8336349003353,27.3031972254601,27.6439467786027,28.6908426725982,28.3925117389574,24.3478518196947,30.2898662530162,27.811093087289,31.6311205127562,35.0218113531714,27.1015531895955,26.8480677196462,25.0093795920079,29.6955409300384,32.0359729547134,32.3505427165995,33.74304868703,33.9801401454966,34.8710711054333,35.6462815245619,40.0765075811991,41.3670367040151
72,"BWA","Botswana",47.8223986846938,50.8364978420338,53.828444483056,60.8807385501806,49.2891721003754,55.1972682896054,51.8318100701299,48.6576082380348,52.1574267782427,48.8268578340104,49.6137877815052,52.9235535447696,52.2544736358281,54.5160825555851,45.6739672040412,34.8009489474016,43.6354644101756,49.9505350343092,49.2507443809676,61.5124934428547,60.7101501410319,53.0331773995781,49.756777086801,39.9706407820021,39.3551326312685
76,"BRA","Brazil",9.66505138718782,7.52887503847073,6.73020968312685,6.98364957530895,7.03050033871807,9.5648982609794,10.1880480043795,12.37171066993,14.2305902713775,15.1807837086861,16.5457615119353,15.2438292665623,14.3743163008972,13.327675103099,13.5340005119683,10.8513711314233,10.8655847746965,11.5825126782808,11.8775390673678,11.742232845639,11.0119409152591,12.9001914177405,12.4709021006972,12.5734550095265,14.8053442461215
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",51.081210956271,59.7168405365127,59.93345348676,57.1854347544383,50.47197640118,55.8163396178017,67.3543319201318,69.5253059297448,67.1218302942605,69.289251837004,68.7990469672454,70.1684471590321,71.7246979556453,67.8527507652301,78.2992366861295,72.7831762889702,67.41037988229,69.5060721795477,70.1592236272739,68.0418746411061,68.7189571447036,52.2105973675329,49.5777773794133,49.5733065230099,51.93323994414
100,"BGR","Bulgaria",45.0475646879756,32.5341115229908,48.9320477925912,50.0379175571548,42.1898404057147,43.0510260297494,36.474409011809,35.1487756495724,33.9085729836539,34.6832908377273,41.2721589575018,42.8633898523076,47.3215443327677,52.3802470692046,52.5433676169218,42.3320120735649,50.1788787944037,59.0690820837306,60.8018732234363,64.8894963849505,64.9179760255982,64.1043994255729,63.97864655264,67.3689784001782,64.4945161143865
854,"BFA","Burkina Faso",14.2016211454196,14.1405565399915,10.5636052055707,10.8125309984677,12.8081030220056,9.51836806880177,9.5326020849116,9.24340542249341,9.17668489790803,8.71021282149153,11.328440265041,9.74399641841393,11.5750278615233,10.5497022107401,9.96729693724624,12.6993485768163,19.2267419676943,25.0036855362169,25.518517595935,22.2837236621209,22.2616385421324,22.9511985297506,25.96740530279,25.9865767831197,28.698423569567
108,"BDI","Burundi",10.2717650485534,12.9263428540091,5.8203210186241,9.83547257876313,7.99975012493753,7.57575757575758,6.3189705942566,5.17920216470328,4.68580418118256,6.38141402548028,6.95274828690709,6.2,7.3,6.80000013631119,10.5000002616241,6.60000027378396,9.70000163931346,8.80000028373483,9.70000089131591,9.1,8.70000207885354,6.41875997608915,6.40793432328223,NA,NA
132,"CPV","Cabo Verde",15.0462995430568,17.1369526898222,20.1991575607735,27.4417263018333,22.7961528751425,20.9759456250155,27.0072185431265,29.80941288281,32.5449567130458,31.3643511669509,32.004173065871,37.7773604608664,45.1322052608015,36.017413235543,36.8959583313592,31.0774516439262,32.6703180612436,35.5192397447338,40.4318042627331,40.4924428420234,40.3611396874873,44.9074423095252,44.2296890030632,46.1432882779195,48.8593253442938
116,"KHM","Cambodia",25.7919593880254,31.1841815310837,25.3640067394433,33.6169355757404,31.2381457940476,40.5441861783592,49.5227810531323,52.5412471838372,55.422133135624,56.5204703497263,63.6058950058242,64.084707255092,68.5932451239154,65.3259680507156,65.5432507028063,49.2207635019252,54.0827827917917,54.0807559141027,57.8897645349003,62.3879357989172,62.6034741724131,61.7184237585908,61.2815249294976,60.6819578072322,61.5957275117758
120,"CMR","Cameroon",21.0893997914837,20.6370970251072,23.2604197357177,24.8800335982403,22.5484003706493,20.0483271584665,25.9082094134603,25.8393958848958,24.296900395925,20.9277843905082,22.7094586440059,24.5979791508275,25.6386148323031,28.8854045026327,29.0576961452474,21.4032647777329,22.1721440866354,25.9320736431239,26.1182006061942,25.5677642842125,24.9380741891878,22.2596662186221,19.2393495360364,18.5839164717789,16.5681230569052
124,"CAN","Canada",32.8460672292963,36.1741576625535,37.1802157001621,38.2156211970351,40.1213065256936,41.9531727558544,44.311006247375,42.1148526310713,40.1138507480756,36.9067204556924,37.3642462809284,36.866879130123,35.3948212278859,34.2119512027719,34.3789759111586,28.492533647236,29.1252614866097,30.6195979257843,30.2754321903349,30.2314269271875,31.6020158980595,31.6803024634069,31.2496541201211,31.1000370521462,31.8758069525737
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",23.3994108884074,22.2209449568474,21.4703862760844,26.8842802618525,22.6568865727558,19.2236502785935,20.3722135905975,17.1572538375263,15.96270493648,18.2360038377682,13.997917508823,13.3627533256972,14.3160051485309,14.1153274204234,11.0036647020449,9.84164990187971,11.6258010719319,13.127820098599,11.5501330018626,14.8887497649308,16.5663402207996,16.9270900310411,14.3374673539739,15.1938945431171,NA
148,"TCD","Chad",16.10560200014,21.9290175473215,17.54350924621,18.5438360838388,18.4916260621633,18.3181207710371,16.8900964319303,14.6657875448771,12.6899405964434,24.6329669069481,51.0088580567156,47.977274188704,47.5844412158485,44.5034938577556,42.694505409321,35.1383528798525,36.8456059033671,38.8772569320241,38.4680542162362,33.565591667753,34.1613628875217,30.0017608897127,26.2950367647059,33.8729624845644,35.9013967561027
152,"CHL","Chile",27.4632406830305,28.626252008487,26.6455426748618,26.4704496964644,25.5211320708257,28.7661310824037,30.5317001278369,32.3986301151979,32.8039336278624,35.6590455123686,39.8023703887306,40.1598164728269,43.7951067814933,45.069003891647,41.42416774923,37.0407736118743,37.7451125423707,37.7619574718629,34.1218587192481,32.1994733836984,33.1107497213876,29.3763486014856,28.1599027720173,28.5258705988092,28.8116371114336
156,"CHN","China",18.5367485700923,17.9510180778458,17.9232955521271,19.493164459713,18.3423215825108,18.1626961583414,20.8934448164694,20.3121457448267,22.64474567395,26.9807565341723,31.0613375826931,33.8298575661779,36.0350255522634,35.4065178753943,32.5471730653828,24.496205887109,26.3254794194302,26.5681882847529,25.4925200219095,24.599255662746,23.5937400657372,21.4432735618692,19.7520048556821,19.9629564697161,19.5148403052145
170,"COL","Colombia",14.9983618345688,14.5337428892103,15.199461701397,14.8415437434707,15.0073508369912,18.3465787501541,15.915139715438,15.3871357665009,14.8155696775272,16.5752997117627,16.7707514248023,17.0222710950626,17.7758425905137,16.4708878139911,18.1451952180236,16.4177706123445,16.367165641135,19.3049539123025,18.8287412874501,18.0982959539413,16.6347491096509,15.6502115094968,14.7171392781975,15.093339013295,15.8914066188971
174,"COM","Comoros",8.83605447295162,8.83640483484953,8.83645936163212,8.83630551289686,8.83626348797303,8.83595307120855,8.83631405886599,8.83626079762981,8.83617675060801,8.83612987853843,8.83602717918231,8.83628108091383,8.83617933267314,8.97534196697091,8.22134722875202,9.31193867197775,9.63890463485355,9.95641544707353,8.94586923883759,9.04838721379907,9.67647217726497,9.90529987612102,10.6522488349171,11.6181869649505,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",36.0709694779991,38.3448775532202,40.2191006164425,41.8163530054635,44.1786636947305,42.7354735389056,43.1144408485864,40.6684620049215,39.4004598280128,40.8508771887032,42.3936220778468,43.6658087334377,43.5302315067375,40.795682229586,39.0458154622838,34.8400724720397,33.1729576879781,32.8565829622996,32.1695688294672,31.3330174067949,32.2550051635718,30.824940477367,32.095512468855,33.054264828384,33.7216010213152
384,"CIV","Cote d'Ivoire",40.5274018640381,41.7592996636706,41.1009950896473,42.9159573074908,41.3964022809244,42.4023848973647,40.7810291279491,40.7000579432605,47.4623494754671,41.8914161346606,46.405014716207,49.8983605302186,52.3675889362035,47.2259826098979,47.1160873300615,50.8544423605356,50.6326430216728,53.819957201153,48.9288579039296,41.5310506916494,39.2746510609958,37.7179805791987,33.399075083235,33.7001467883845,29.797001260932
191,"HRV","Croatia",NA,27.6117636058627,30.7297538738016,31.3188763410016,29.4857591356518,30.4572813233422,36.5050424887871,38.6624233216242,37.6855698223902,38.8798393945727,39.5029212930564,39.355577903687,39.7019074316747,38.9818535827706,38.4700684650619,34.4814969424602,37.611023162176,40.3001452856657,41.5280067825693,42.7426284510706,45.2699474937254,48.1360181822938,48.7393803707206,51.0862418070122,51.2278448729362
192,"CUB","Cuba",13.2397137421534,13.4015118655048,15.3133610749521,14.9239679937204,14.2526141926391,14.5374790557335,14.1300293796253,13.2344771860718,11.5270686652476,12.9519347542701,16.0217783943669,21.0180434618464,18.7134547274699,20.3363598668348,20.567605659282,17.4597293814433,22.5702648924263,25.103638208436,25.5109993027167,24.1004303416809,22.0839119222377,17.1473494542825,14.9830360074423,14.5408927114847,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4962849609475,63.3906524770353,60.8534420640081,69.4667581954085,60.6840139427977,55.5395332218441,71.0205297131383,75.6852063514267,68.9623592066569,72.2413759801192,NA,NA,NA,NA
196,"CYP","Cyprus",47.6894839198586,66.7633023890643,70.2076571213735,69.1855438147285,68.6974738900945,66.9264742754502,69.9628503310058,68.2088554764038,62.4052794298916,57.7621057990906,56.8897927606225,55.6921289596561,53.4357457053179,53.2588721291854,50.0905494949537,48.7272626011258,50.2124147193374,52.9278322718892,53.4443285998978,58.6484157814921,62.0420920409904,64.5108029856835,64.5336448497041,64.7684621840712,64.2839053873816
203,"CZE","Czech Republic",37.2718043516157,40.3995847324241,38.3168292873398,40.4614736627143,42.2085185863327,42.9203399724494,48.1922910591063,49.0279401738654,45.1241477243064,46.9073243423848,57.3404444293512,62.181957290981,65.1862987851849,66.4089661851449,63.2263674242076,58.6842997764355,66.0295210253014,71.3071567311351,76.1700746223071,76.8709518101924,82.5456924295555,81.0493010657814,79.5556198733638,79.7260774989712,78.8347228124047
180,"COD","Dem. Rep. Congo",22.6252944147172,28.4822883100778,30.0027630853046,18.750000234375,29.7900882870708,23.6356699193136,11.4496120313427,11.987684833486,15.6713428067886,24.0004430362555,22.7295135131027,22.9441827774461,21.7000985291454,39.071913788297,39.0277992606373,26.8137878116216,41.1111541550463,39.5156166676622,30.8030090179381,36.4458613092902,36.8321888509167,27.7255678010705,23.9564422024979,35.2505221787043,33.6201804897363
208,"DNK","Denmark",36.851923816504,36.6119849529611,37.0673808665985,37.7628521745807,37.1865482618711,39.3484282585635,44.8472845222592,45.5545137314203,45.7044780754905,43.838424333792,43.9284568868148,47.4521180541544,50.7300298408094,51.482564575911,54.1758119757753,47.1260516693445,50.5229368842239,53.820117886958,54.6304964321937,54.8288133195348,54.6131190486406,55.4181587109523,53.5939160543487,54.5440521343007,54.6769338820361
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6469441412206,34.9421864727948,38.6762651488389,33.7137357910575,34.2265940504398,34.6198139257869
212,"DMA","Dominica",39.9809866515703,40.6524576442459,41.5346612564406,45.2650308506305,47.0220444049476,47.2676897431011,43.3357101445412,35.6398324888354,36.9656090802077,34.4908423296123,35.5333709352964,35.4859186485823,37.013296504787,35.0860778114164,34.207128125269,30.2508586326384,36.4147050750043,39.4041087829467,34.0661218161665,36.0886551029678,35.2247562731857,37.6160044490245,37.386064607654,45.4089150055437,46.9534769031027
214,"DOM","Dominican Republic",36.2085399180065,35.2267216224166,34.8867097256752,35.2222875438087,34.3098842791,34.9811021074665,35.4978251417642,31.8906200886267,30.724010155589,42.1529981602708,41.1474766418853,28.3311381514539,28.2249162691947,26.7620220119612,23.9067364940618,21.0309281003904,22.6757522059548,24.186975308385,24.583177865511,25.1671587269999,25.4468906972836,24.5165951017001,24.920178332972,24.8312162553416,25.0936971449589
218,"ECU","Ecuador",20.279818070143,21.2869033721764,22.2732846879762,21.5349262106698,17.8919508668257,26.3775416402476,32.1275352850362,23.2227470913006,21.4923738863205,22.5984000546606,24.5543485987149,27.618174102084,30.3330747691276,31.9317679733426,34.1636395532671,25.2491079369784,27.8949559708311,31.121199802252,30.164809271004,28.6382882966079,28.0518541458062,21.2582213779601,19.5047912651498,20.8328178926217,22.8197630625449
818,"EGY","Egypt",22.5714285714286,22.5490196078431,20.7497820401046,18.8416698006769,16.214335421016,15.0520156046814,16.2011173184358,17.4797881237803,18.3161784111903,21.7964071856287,28.2299608489594,30.3435468895079,29.9498138254816,30.249731471536,33.0429927414852,24.9568221070812,21.3492458146859,20.5674276128656,16.3969666208873,17.0178456245969,14.2441314553991,13.1838454928598,10.3454639403558,15.8184438040346,18.9119754811376
222,"SLV","El Salvador",19.9227229684048,21.5545012590357,21.1409878973678,26.0218365312193,24.3865859021675,24.3964014453133,26.8272702258496,25.0092920568115,25.5130894550755,25.9234207599485,25.9062104819237,25.2665644731807,25.9396841717576,25.5670331970356,26.7405928214523,23.9512099343606,26.9466693264065,28.9817775582263,28.5710945770536,29.7248825313299,29.552830972843,29.4861303579108,28.5025494615411,28.9823439293292,28.9080648349097
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4173831312055,82.3256504465368,88.621293972478,89.2243501802952,74.342209937853,85.7584331985967,75.0953126572332,71.9049918240751,67.6533166625479,65.9632885983728,56.6584738218082,51.4128299447575,57.4967830827718,56.6729741952164
232,"ERI","Eritrea",28.0196629213483,22.3880193550131,29.2337703579368,29.6148227877297,14.8344835891991,9.53440754918544,9.67062059350866,10.8070403599802,11.7811808402808,6.44232783354792,5.77539898239118,6.16571332006919,6.8995093921478,5.77185258376616,4.42875664923759,4.52862385911089,4.78901223698411,14.3763453384546,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",71.1671576201777,67.8496884399518,61.7945389722772,71.6074053647034,74.3811771304456,70.2322712544099,61.6361238077949,61.3459162142177,58.3192386281315,57.395627832979,61.5182283428432,65.9058939990884,63.4885392231032,63.1956987780916,66.7977432058297,60.8047113869508,75.0782302117066,86.5397252728219,85.9894385872615,84.3030815040284,81.802388001185,77.3450043271335,77.5997859265041,76.5440962780145,75.2431223626465
748,"SWZ","Eswatini",63.6786784546285,60.0157160078692,59.3548318748919,61.3507662144286,67.1737748921722,64.9999048303866,68.7567914843289,74.742167559605,77.1742647906789,84.4443881145222,68.6269789643763,60.3843833935595,59.1295975383403,57.2596399981408,54.4378103229161,51.9515588256861,46.4711133776186,45.7503917189959,44.9475675831449,46.6512265864399,50.2453463419611,49.6308245066768,47.9870397607149,50.3702265866406,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6868531997337,13.7672981990263,12.484073558977,11.6416199095703,9.36331359735926,7.81208050267299,7.63033449491802,8.36742913212249
234,"FRO","Faeroe Islands",NA,NA,NA,NA,44.1949432223824,46.8785587245531,49.8352341778069,49.6560821633845,47.3415994542755,44.6886335233334,41.7592739065095,42.5859439844036,41.5774800654176,41.908910065133,45.8707976162636,41.5193329276516,44.3407431246791,50.5960037091322,52.349928502641,53.5288017730424,51.3575169689621,51.211522002184,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",34.0285122510136,35.7624091886846,36.3276504017245,37.8009355415485,37.4673954577927,37.6023258195914,42.0868773897153,39.7128159682076,39.0858391384391,37.2661955940859,38.5891959085546,40.2556163200253,43.1708899625755,43.9968057282511,45.0779769863353,36.2709842069503,38.6777124532336,39.1595426400297,39.4813632109233,38.8141911497113,37.2222276297731,36.3616445663771,35.8675077404396,38.5132117270827,38.9651259874548
250,"FRA","France",21.6603227312909,22.6229260600867,23.055564872,25.52319541576,26.1264919786729,26.0765353865349,28.5949742490286,28.2658952021844,27.5310502579308,26.1119689746398,26.4688363216607,27.0330510418171,27.9350550901956,27.853257510199,28.1193848563025,24.8355472102672,26.7882998402738,28.4213374764194,29.2030271868495,29.3647378670492,29.666684498073,30.5926223781313,30.2475371833945,30.8198947044155,31.3374754046807
258,"PYF","French Polynesia",3.6654854398235,2.93262342818017,4.20228151905667,4.35428181608517,4.08880524176644,5.01600003577494,4.89658290517091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",61.6756399787038,59.3869990303814,62.6632449876407,61.3040108069859,47.4063516068053,59.6125043538837,69.0321767086082,54.2752324798833,52.6088996947807,51.9294344950898,55.0391552768837,60.0086727573886,60.5718165208079,58.528604586134,62.1997120113374,52.1717321839784,57.6634923763037,61.7443721274506,60.9503414381301,57.3574058813271,44.5208923945675,46.0320085043704,44.0353472921111,50.2267539725926,NA
